date,year,week,month,yearMinus2000,dayOfSeries,dayOfYear,seasonalEffect,mu,y
2004-12-20,2004,52,12,4,1816,355,-0.493775550159977,0.786106243971866,2
2004-12-21,2004,52,12,4,1817,356,-0.478733840115788,0.804044421929245,3
2004-12-22,2004,52,12,4,1818,357,-0.463550270902851,0.822566945989734,3
2004-12-23,2004,52,12,4,1819,358,-0.448229341740411,0.841689571531218,2
2004-12-24,2004,52,12,4,1820,359,-0.432775592550432,0.86142835563262,4
2004-12-25,2004,52,12,4,1821,360,-0.417193602612317,0.881799649166967,2
2004-12-26,2004,52,12,4,1822,361,-0.401487989205974,0.902820087730937,2
2004-12-27,2004,53,12,4,1823,362,-0.385663406243607,0.924506581344361,3
2004-12-28,2004,53,12,4,1824,363,-0.369724542890673,0.946876302852031,3
2004-12-29,2004,53,12,4,1825,364,-0.353676122176372,0.969946674959352,1
2004-12-30,2004,53,12,4,1826,365,-0.337522899594114,0.993735355832686,1
2004-12-31,2004,53,12,4,1827,366,-0.321269661692365,1.01826022319484,1
2005-01-01,2004,53,1,4,1828,1,-0.321269661692364,1.01826022319484,2
2005-01-02,2004,53,1,4,1829,2,-0.304921224656289,1.04353935684602,4
2005-01-03,2005,1,1,5,1830,3,-0.288482432880609,1.18208088903136,4
2005-01-04,2005,1,1,5,1831,4,-0.271958157534106,1.21174656827493,4
2005-01-05,2005,1,1,5,1832,5,-0.255353295116187,1.24230690358988,3
2005-01-06,2005,1,1,5,1833,6,-0.23867276600595,1.27378253891507,2
2005-01-07,2005,1,1,5,1834,7,-0.221921513004166,1.30619421616878,2
2005-01-08,2005,1,1,5,1835,8,-0.205104499868619,1.33956274391005,3
2005-01-09,2005,1,1,5,1836,9,-0.188226709843244,1.37390896374766,5
2005-01-10,2005,2,1,5,1837,10,-0.171293144181478,1.4092537144331,3
2005-01-11,2005,2,1,5,1838,11,-0.154308820664281,1.44561779357735,3
2005-01-12,2005,2,1,5,1839,12,-0.137278772113265,1.48302191693595,2
2005-01-13,2005,2,1,5,1840,13,-0.120208044899353,1.52148667521184,1
2005-01-14,2005,2,1,5,1841,14,-0.103101697447435,1.56103248833144,1
2005-01-15,2005,2,1,5,1842,15,-0.0859647987374465,1.6016795571556,1
2005-01-16,2005,2,1,5,1843,16,-0.0688024268023199,1.64344781259444,1
2005-01-17,2005,3,1,5,1844,17,-0.0516196672232538,1.68635686210282,0
2005-01-18,2005,3,1,5,1845,18,-0.0344216116227457,1.73042593354196,4
2005-01-19,2005,3,1,5,1846,19,-0.0172133561558347,1.775673816402,4
2005-01-20,2005,3,1,5,1847,20,0,1.82211880039051,6
2005-01-21,2005,3,1,5,1848,21,0.0172133561558347,1.86977861140286,8
2005-01-22,2005,3,1,5,1849,22,0.0344216116227457,1.91867034490213,4
2005-01-23,2005,3,1,5,1850,23,0.0516196672232538,1.9688103967487,4
2005-01-24,2005,4,1,5,1851,24,0.0688024268023199,2.0202143915329,2
2005-01-25,2005,4,1,5,1852,25,0.0859647987374465,2.07289710847824,5
2005-01-26,2005,4,1,5,1853,26,0.103101697447435,2.1268724049974,6
2005-01-27,2005,4,1,5,1854,27,0.120208044899353,2.18215313799859,4
2005-01-28,2005,4,1,5,1855,28,0.137278772113265,2.23875108305627,3
2005-01-29,2005,4,1,5,1856,29,0.154308820664281,2.29667685157674,3
2005-01-30,2005,4,1,5,1857,30,0.171293144181478,2.35593980610662,4
2005-01-31,2005,5,1,5,1858,31,0.188226709843244,2.41654797395029,6
2005-02-01,2005,5,2,5,1859,32,0.205104499868619,2.4785079592804,3
2005-02-02,2005,5,2,5,1860,33,0.221921513004166,2.54182485394464,4
2005-02-03,2005,5,2,5,1861,34,0.23867276600595,2.60650214719102,7
2005-02-04,2005,5,2,5,1862,35,0.255353295116187,2.67254163455297,9
2005-02-05,2005,5,2,5,1863,36,0.271958157534106,2.73994332615536,8
2005-02-06,2005,5,2,5,1864,37,0.288482432880609,2.80870535472169,6
2005-02-07,2005,6,2,5,1865,38,0.304921224656289,2.87882388358229,6
2005-02-08,2005,6,2,5,1866,39,0.321269661692364,2.95029301500232,7
2005-02-09,2005,6,2,5,1867,40,0.337522899594113,3.02310469916725,5
2005-02-10,2005,6,2,5,1868,41,0.353676122176372,3.09724864418173,7
2005-02-11,2005,6,2,5,1869,42,0.369724542890673,3.17271222745543,8
2005-02-12,2005,6,2,5,1870,43,0.385663406243607,3.24948040886627,9
2005-02-13,2005,6,2,5,1871,44,0.401487989205973,3.32753564610732,9
2005-02-14,2005,7,2,5,1872,45,0.417193602612317,3.40685781263857,8
2005-02-15,2005,7,2,5,1873,46,0.432775592550431,3.48742411867812,5
2005-02-16,2005,7,2,5,1874,47,0.448229341740411,3.56920903567951,8
2005-02-17,2005,7,2,5,1875,48,0.463550270902851,3.65218422475236,8
2005-02-18,2005,7,2,5,1876,49,0.478733840115789,3.73631846949222,9
2005-02-19,2005,7,2,5,1877,50,0.493775550159977,3.82157761369206,8
2005-02-20,2005,7,2,5,1878,51,0.508670943852104,3.90792450441273,10
2005-02-21,2005,8,2,5,1879,52,0.52341560736555,3.99531894089185,9
2005-02-22,2005,8,2,5,1880,53,0.5380051715383,4.08371762977062,6
2005-02-23,2005,8,2,5,1881,54,0.55243531316762,4.17307414711535,11
2005-02-24,2005,8,2,5,1882,55,0.566701756291118,4.26333890770515,12
2005-02-25,2005,8,2,5,1883,56,0.580800273453801,4.35445914204901,10
2005-02-26,2005,8,2,5,1884,57,0.594726686960763,4.44637888158453,13
2005-02-27,2005,8,2,5,1885,58,0.608476870115126,4.539038952496,13
2005-02-28,2005,9,2,5,1886,59,0.622046748440868,4.63237697857279,9
2005-03-01,2005,9,3,5,1887,60,0.635432300890177,4.72632739350798,10
2005-03-02,2005,9,3,5,1888,61,0.648629561034981,4.82082146301382,8
2005-03-03,2005,9,3,5,1889,62,0.661634618242278,4.91578731710356,6
2005-03-04,2005,9,3,5,1890,63,0.674443618832946,5.01114999285895,8
2005-03-05,2005,9,3,5,1891,64,0.687052767223667,5.10683148796935,7
2005-03-06,2005,9,3,5,1892,65,0.699458327051647,5.20275082529194,8
2005-03-07,2005,10,3,5,1893,66,0.711656622281775,5.29882412864249,10
2005-03-08,2005,10,3,5,1894,67,0.723644038295912,5.39496470998411,7
2005-03-09,2005,10,3,5,1895,68,0.735417022963986,5.49108316813533,8
2005-03-10,2005,10,3,5,1896,69,0.746972087696555,5.58708749907108,9
2005-03-11,2005,10,3,5,1897,70,0.758305808478562,5.68288321783937,11
2005-03-12,2005,10,3,5,1898,71,0.769414826883938,5.77837349206342,17
2005-03-13,2005,10,3,5,1899,72,0.780295851070776,5.87345928694423,16
2005-03-14,2005,11,3,5,1900,73,0.790945656756777,5.96803952162162,16
2005-03-15,2005,11,3,5,1901,74,0.801361088174677,6.06201123669367,16
2005-03-16,2005,11,3,5,1902,75,0.811539059007361,6.15526977263519,14
2005-03-17,2005,11,3,5,1903,76,0.821476553302414,6.24770895879543,12
2005-03-18,2005,11,3,5,1904,77,0.831170626365808,6.33922131259496,12
2005-03-19,2005,11,3,5,1905,78,0.840618405634478,6.4296982484807,10
2005-03-20,2005,11,3,5,1906,79,0.849817091527528,6.51903029613781,7
2005-03-21,2005,12,3,5,1907,80,0.858763958275803,6.6071073273976,11
2005-03-22,2005,12,3,5,1908,81,0.867456354729597,6.69381879122215,13
2005-03-23,2005,12,3,5,1909,82,0.875891705144243,6.77905395608935,14
2005-03-24,2005,12,3,5,1910,83,0.884067509943364,6.86270215904745,18
2005-03-25,2005,12,3,5,1911,84,0.891981346459549,6.94465306065556,16
2005-03-26,2005,12,3,5,1912,85,0.899630869652243,7.02479690497718,16
2005-03-27,2005,12,3,5,1913,86,0.907013812802636,7.1030247837476,15
2005-03-28,2005,13,3,5,1914,87,0.914127988185334,7.1792289037932,17
2005-03-29,2005,13,3,5,1915,88,0.920971287716635,7.25330285674261,15
2005-03-30,2005,13,3,5,1916,89,0.927541683579197,7.32514189003522,17
2005-03-31,2005,13,3,5,1917,90,0.933837228822925,7.39464317820358,14
2005-04-01,2005,13,4,5,1918,91,0.939856057941895,7.46170609338197,10
2005-04-02,2005,13,4,5,1919,92,0.945596387427143,7.52623247397464,7
2005-04-03,2005,13,4,5,1920,93,0.951056516295153,7.58812689040423,11
2005-04-04,2005,14,4,5,1921,94,0.956234826591906,7.64729690685346,12
2005-04-05,2005,14,4,5,1922,95,0.961129783872301,7.7036533379122,16
2005-04-06,2005,14,4,5,1923,96,0.965739937654855,7.75711049904684,17
2005-04-07,2005,14,4,5,1924,97,0.970063921851507,7.80758644982001,13
2005-04-08,2005,14,4,5,1925,98,0.97410045517242,7.85500322880663,11
2005-04-09,2005,14,4,5,1926,99,0.977848341505657,7.89928707917557,9
2005-04-10,2005,14,4,5,1927,100,0.981306470271609,7.94036866393655,16
2005-04-11,2005,15,4,5,1928,101,0.984473816752092,7.9781832698882,18
2005-04-12,2005,15,4,5,1929,102,0.987349442393986,8.012670999345,15
2005-04-13,2005,15,4,5,1930,103,0.989932495087353,8.04377694876924,12
2005-04-14,2005,15,4,5,1931,104,0.992222209417932,8.07145137348715,12
2005-04-15,2005,15,4,5,1932,105,0.994217906893952,8.09564983772764,15
2005-04-16,2005,15,4,5,1933,106,0.995918996147179,8.11633334928509,16
2005-04-17,2005,15,4,5,1934,107,0.997324973108156,8.13346847817643,16
2005-04-18,2005,16,4,5,1935,108,0.998435421155564,8.14702745873452,15
2005-04-19,2005,16,4,5,1936,109,0.999250011239683,8.15698827465603,22
2005-04-20,2005,16,4,5,1937,110,0.999768501979891,8.16333472660114,18
2005-04-21,2005,16,4,5,1938,111,0.99999073973619,8.16605648202389,15
2005-04-22,2005,16,4,5,1939,112,0.999916658654738,8.16514910699624,10
2005-04-23,2005,16,4,5,1940,113,0.999546280687357,8.16061407987406,8
2005-04-24,2005,16,4,5,1941,114,0.998879715585034,8.15245878674005,12
2005-04-25,2005,17,4,5,1942,115,0.997917160865392,8.14069649864506,17
2005-04-26,2005,17,4,5,1943,116,0.99665890175417,8.12534633075658,16
2005-04-27,2005,17,4,5,1944,117,0.995105311100698,8.10643318360883,18
2005-04-28,2005,17,4,5,1945,118,0.993256849267414,8.0839876667336,16
2005-04-29,2005,17,4,5,1946,119,0.991114063993455,8.05804600503436,18
2005-04-30,2005,17,4,5,1947,120,0.988677590232341,8.02864992834589,18
2005-05-01,2005,17,5,5,1948,121,0.98594814996383,7.99584654470004,16
2005-05-02,2005,18,5,5,1949,122,0.982926551979982,7.95968819789189,15
2005-05-03,2005,18,5,5,1950,123,0.97961369164549,7.92023231001086,17
2005-05-04,2005,18,5,5,1951,124,0.976010550632368,7.87754120966771,20
2005-05-05,2005,18,5,5,1952,125,0.972118196629061,7.83168194670904,20
2005-05-06,2005,18,5,5,1953,126,0.967937783024064,7.78272609426736,18
2005-05-07,2005,18,5,5,1954,127,0.963470548564149,7.73074953904564,17
2005-05-08,2005,18,5,5,1955,128,0.958717816987296,7.67583226078001,15
2005-05-09,2005,19,5,5,1956,129,0.953680996630446,7.61805810186392,13
2005-05-10,2005,19,5,5,1957,130,0.948361580012172,7.55751452814976,12
2005-05-11,2005,19,5,5,1958,131,0.942761143390421,7.49429238197129,13
2005-05-12,2005,19,5,5,1959,132,0.936881346295431,7.4284856284506,14
2005-05-13,2005,19,5,5,1960,133,0.930723931037979,7.3601910961679,18
2005-05-14,2005,19,5,5,1961,134,0.924290722193093,7.28950821328037,14
2005-05-15,2005,19,5,5,1962,135,0.917583626059394,7.21653874017832,13
2005-05-16,2005,20,5,5,1963,136,0.910604630094216,7.14138649976253,10
2005-05-17,2005,20,5,5,1964,137,0.903355802324685,7.06415710641647,11
2005-05-18,2005,20,5,5,1965,138,0.895839290734909,6.98495769473128,13
2005-05-19,2005,20,5,5,1966,139,0.888057322629493,6.90389664901971,13
2005-05-20,2005,20,5,5,1967,140,0.880012203973536,6.82108333462861,14
2005-05-21,2005,20,5,5,1968,141,0.871706318709322,6.73662783202785,11
2005-05-22,2005,20,5,5,1969,142,0.863142128049912,6.65064067461721,11
2005-05-23,2005,21,5,5,1970,143,0.854322169749827,6.56323259115229,13
2005-05-24,2005,21,5,5,1971,144,0.845249057353063,6.47451425364581,13
2005-05-25,2005,21,5,5,1972,145,0.835925479418637,6.3845960315532,10
2005-05-26,2005,21,5,5,1973,146,0.82635419872391,6.29358775299968,12
2005-05-27,2005,21,5,5,1974,147,0.816538051445916,6.20159847375306,14
2005-05-28,2005,21,5,5,1975,148,0.806479946320945,6.10873625458996,13
2005-05-29,2005,21,5,5,1976,149,0.796182863782616,6.01510794764602,9
2005-05-30,2005,22,5,5,1977,150,0.785649855078715,5.92081899228099,13
2005-05-31,2005,22,5,5,1978,151,0.774884041367041,5.82597322093014,10
2005-06-01,2005,22,6,5,1979,152,0.763888612790543,5.73067267535241,12
2005-06-02,2005,22,6,5,1980,153,0.752666827532008,5.63501743362532,11
2005-06-03,2005,22,6,5,1981,154,0.741222010848596,5.53910544817597,9
2005-06-04,2005,22,6,5,1982,155,0.729557554086488,5.44303239507795,8
2005-06-05,2005,22,6,5,1983,156,0.717676913675962,5.34689153478481,12
2005-06-06,2005,23,6,5,1984,157,0.705583610107178,5.25077358441349,14
2005-06-07,2005,23,6,5,1985,158,0.693281226886978,5.1547666016351,9
2005-06-08,2005,23,6,5,1986,159,0.680773409477016,5.05895588017645,11
2005-06-09,2005,23,6,5,1987,160,0.668063864213534,4.9634238568839,9
2005-06-10,2005,23,6,5,1988,161,0.655156357209085,4.86825003025168,11
2005-06-11,2005,23,6,5,1989,162,0.642054713236564,4.77351089027005,12
2005-06-12,2005,23,6,5,1990,163,0.628762814595834,4.67927985940437,9
2005-06-13,2005,24,6,5,1991,164,0.615284599963328,4.58562724447538,8
2005-06-14,2005,24,6,5,1992,165,0.601624063224923,4.49262019917238,9
2005-06-15,2005,24,6,5,1993,166,0.587785252292473,4.40032269689652,6
2005-06-16,2005,24,6,5,1994,167,0.573772267904325,4.30879551359916,12
2005-06-17,2005,24,6,5,1995,168,0.559589262410177,4.21809622025198,10
2005-06-18,2005,24,6,5,1996,169,0.545240438540651,4.12827918456019,10
2005-06-19,2005,24,6,5,1997,170,0.530730048161933,4.03939558150775,7
2005-06-20,2005,25,6,5,1998,171,0.516062391015853,3.95149341230528,7
2005-06-21,2005,25,6,5,1999,172,0.501241813445776,3.86461753129488,4
2005-06-22,2005,25,6,5,2000,173,0.48627270710869,3.77880968035403,5
2005-06-23,2005,25,6,5,2001,174,0.471159507673864,3.69410853033075,11
2005-06-24,2005,25,6,5,2002,175,0.455906693508459,3.6105497290356,5
2005-06-25,2005,25,6,5,2003,176,0.440518784350495,3.52816595531197,5
2005-06-26,2005,25,6,5,2004,177,0.425000339969554,3.44698697870497,6
2005-06-27,2005,26,6,5,2005,178,0.409355958815621,3.36703972425015,8
2005-06-28,2005,26,6,5,2006,179,0.393590276656467,3.288348341907,7
2005-06-29,2005,26,6,5,2007,180,0.377707965203965,3.21093428016767,9
2005-06-30,2005,26,6,5,2008,181,0.361713730729768,3.13481636337921,7
2005-07-01,2005,26,7,5,2009,182,0.345612312670734,3.06001087232726,9
2005-07-02,2005,26,7,5,2010,183,0.32940848222453,2.98653162764021,6
2005-07-03,2005,26,7,5,2011,184,0.313107040935827,2.91439007558587,4
2005-07-04,2005,27,7,5,2012,185,0.296712819273491,2.84359537584678,2
2005-07-05,2005,27,7,5,2013,186,0.280230675199216,2.77415449087558,6
2005-07-06,2005,27,7,5,2014,187,0.263665492728007,2.7060722764485,4
2005-07-07,2005,27,7,5,2015,188,0.247022180480936,2.63935157305194,4
2005-07-08,2005,27,7,5,2016,189,0.230305670230612,2.57399329775541,5
2005-07-09,2005,27,7,5,2017,190,0.213520915439796,2.50999653624255,5
2005-07-10,2005,27,7,5,2018,191,0.196672889793576,2.44735863469075,5
2005-07-11,2005,28,7,5,2019,192,0.179766585725562,2.38607529120941,5
2005-07-12,2005,28,7,5,2020,193,0.162807012938517,2.32614064656617,6
2005-07-13,2005,28,7,5,2021,194,0.145799196919875,2.26754737394988,5
2005-07-14,2005,28,7,5,2022,195,0.128748177452581,2.21028676753849,4
2005-07-15,2005,28,7,5,2023,196,0.111659007121695,2.15434882965931,7
2005-07-16,2005,28,7,5,2024,197,0.0945367498171991,2.09972235634791,4
2005-07-17,2005,28,7,5,2025,198,0.077386479233463,2.04639502113072,4
2005-07-18,2005,29,7,5,2026,199,0.060213277365793,1.99435345687425,3
2005-07-19,2005,29,7,5,2027,200,0.0430222330045306,1.94358333556183,3
2005-07-20,2005,29,7,5,2028,201,0.0258184402271331,1.89406944587561,1
2005-07-21,2005,29,7,5,2029,202,0.0086069968886887,1.84579576847825,3
2005-07-22,2005,29,7,5,2030,203,-0.00860699688868801,1.79874554890425,3
2005-07-23,2005,29,7,5,2031,204,-0.0258184402271324,1.75290136798637,7
2005-07-24,2005,29,7,5,2032,205,-0.0430222330045303,1.70824520975676,4
2005-07-25,2005,30,7,5,2033,206,-0.0602132773657928,1.66475852677597,2
2005-07-26,2005,30,7,5,2034,207,-0.0773864792334632,1.62242230285629,4
2005-07-27,2005,30,7,5,2035,208,-0.0945367498171993,1.58121711315742,5
2005-07-28,2005,30,7,5,2036,209,-0.111659007121694,1.54112318164445,3
2005-07-29,2005,30,7,5,2037,210,-0.128748177452581,1.50212043590798,2
2005-07-30,2005,30,7,5,2038,211,-0.145799196919874,1.46418855935662,2
2005-07-31,2005,30,7,5,2039,212,-0.162807012938516,1.42730704080069,1
2005-08-01,2005,31,8,5,2040,213,-0.179766585725562,1.39145522145435,2
2005-08-02,2005,31,8,5,2041,214,-0.196672889793576,1.35661233939099,6
2005-08-03,2005,31,8,5,2042,215,-0.213520915439796,1.3227575714932,3
2005-08-04,2005,31,8,5,2043,216,-0.230305670230612,1.28987007294532,5
2005-08-05,2005,31,8,5,2044,217,-0.247022180480935,1.25792901432128,5
2005-08-06,2005,31,8,5,2045,218,-0.263665492728007,1.22691361632585,4
2005-08-07,2005,31,8,5,2046,219,-0.280230675199216,1.19680318225127,3
2005-08-08,2005,32,8,5,2047,220,-0.29671281927349,1.16757712821497,3
2005-08-09,2005,32,8,5,2048,221,-0.313107040935827,1.13921501124695,3
2005-08-10,2005,32,8,5,2049,222,-0.32940848222453,1.11169655529813,4
2005-08-11,2005,32,8,5,2050,223,-0.345612312670733,1.0850016752429,6
2005-08-12,2005,32,8,5,2051,224,-0.361713730729767,1.05911049895044,5
2005-08-13,2005,32,8,5,2052,225,-0.377707965203965,1.03400338750103,4
2005-08-14,2005,32,8,5,2053,226,-0.393590276656466,1.00966095362364,6
2005-08-15,2005,33,8,5,2054,227,-0.409355958815621,0.986064078431968,4
2005-08-16,2005,33,8,5,2055,228,-0.425000339969554,0.963193926535782,2
2005-08-17,2005,33,8,5,2056,229,-0.440518784350495,0.941031959604342,1
2005-08-18,2005,33,8,5,2057,230,-0.455906693508459,0.919559948457868,2
2005-08-19,2005,33,8,5,2058,231,-0.471159507673864,0.898759983762383,2
2005-08-20,2005,33,8,5,2059,232,-0.48627270710869,0.878614485402052,1
2005-08-21,2005,33,8,5,2060,233,-0.501241813445776,0.859106210601934,0
2005-08-22,2005,34,8,5,2061,234,-0.516062391015853,0.840218260872567,0
2005-08-23,2005,34,8,5,2062,235,-0.530730048161933,0.821934087846201,3
2005-08-24,2005,34,8,5,2063,236,-0.545240438540651,0.804237498072762,5
2005-08-25,2005,34,8,5,2064,237,-0.559589262410176,0.787112656841718,3
2005-08-26,2005,34,8,5,2065,238,-0.573772267904324,0.770544091094089,2
2005-08-27,2005,34,8,5,2066,239,-0.587785252292473,0.754516691486779,1
2005-08-28,2005,34,8,5,2067,240,-0.601624063224923,0.739015713669312,1
2005-08-29,2005,35,8,5,2068,241,-0.615284599963328,0.724026778830861,2
2005-08-30,2005,35,8,5,2069,242,-0.628762814595835,0.709535873573325,1
2005-08-31,2005,35,8,5,2070,243,-0.642054713236564,0.695529349163949,0
2005-09-01,2005,35,9,5,2071,244,-0.655156357209085,0.681993920218782,1
2005-09-02,2005,35,9,5,2072,245,-0.668063864213533,0.668916662866057,3
2005-09-03,2005,35,9,5,2073,246,-0.680773409477016,0.65628501243635,1
2005-09-04,2005,35,9,5,2074,247,-0.693281226886977,0.64408676072422,1
2005-09-05,2005,36,9,5,2075,248,-0.705583610107177,0.632310052863841,0
2005-09-06,2005,36,9,5,2076,249,-0.717676913675962,0.620943383859043,1
2005-09-07,2005,36,9,5,2077,250,-0.729557554086488,0.609975594806101,2
2005-09-08,2005,36,9,5,2078,251,-0.741222010848596,0.599395868845549,2
2005-09-09,2005,36,9,5,2079,252,-0.752666827532008,0.589193726877351,2
2005-09-10,2005,36,9,5,2080,253,-0.763888612790543,0.57935902307182,1
2005-09-11,2005,36,9,5,2081,254,-0.774884041367041,0.569881940206804,1
2005-09-12,2005,37,9,5,2082,255,-0.785649855078714,0.560752984859866,1
2005-09-13,2005,37,9,5,2083,256,-0.796182863782615,0.551962982482444,0
2005-09-14,2005,37,9,5,2084,257,-0.806479946320945,0.543503072381278,1
2005-09-15,2005,37,9,5,2085,258,-0.816538051445916,0.53536470263082,1
2005-09-16,2005,37,9,5,2086,259,-0.826354198723909,0.527539624938748,2
2005-09-17,2005,37,9,5,2087,260,-0.835925479418637,0.520019889485296,2
2005-09-18,2005,37,9,5,2088,261,-0.845249057353063,0.512797839755621,3
2005-09-19,2005,38,9,5,2089,262,-0.854322169749827,0.505866107383168,2
2005-09-20,2005,38,9,5,2090,263,-0.863142128049912,0.499217607020641,2
2005-09-21,2005,38,9,5,2091,264,-0.871706318709322,0.492845531254045,1
2005-09-22,2005,38,9,5,2092,265,-0.880012203973536,0.486743345574053,1
2005-09-23,2005,38,9,5,2093,266,-0.888057322629493,0.480904783417923,3
2005-09-24,2005,38,9,5,2094,267,-0.895839290734909,0.475323841294114,1
2005-09-25,2005,38,9,5,2095,268,-0.903355802324684,0.469994774000828,1
2005-09-26,2005,39,9,5,2096,269,-0.910604630094216,0.464912089948773,0
2005-09-27,2005,39,9,5,2097,270,-0.917583626059393,0.460070546597594,0
2005-09-28,2005,39,9,5,2098,271,-0.924290722193093,0.455465146014624,1
2005-09-29,2005,39,9,5,2099,272,-0.930723931037979,0.451091130563876,2
2005-09-30,2005,39,9,5,2100,273,-0.936881346295431,0.446943978732451,1
2005-10-01,2005,39,10,5,2101,274,-0.942761143390421,0.443019401100978,2
2005-10-02,2005,39,10,5,2102,275,-0.948361580012172,0.43931333646399,2
2005-10-03,2005,40,10,5,2103,276,-0.953680996630445,0.435821948105674,1
2005-10-04,2005,40,10,5,2104,277,-0.958717816987296,0.43254162023587,1
2005-10-05,2005,40,10,5,2105,278,-0.963470548564149,0.429468954590711,0
2005-10-06,2005,40,10,5,2106,279,-0.967937783024064,0.42660076720188,0
2005-10-07,2005,40,10,5,2107,280,-0.972118196629061,0.423934085338041,0
2005-10-08,2005,40,10,5,2108,281,-0.976010550632368,0.421466144621616,0
2005-10-09,2005,40,10,5,2109,282,-0.97961369164549,0.419194386323751,1
2005-10-10,2005,41,10,5,2110,283,-0.982926551979982,0.417116454840012,1
2005-10-11,2005,41,10,5,2111,284,-0.98594814996383,0.415230195349015,0
2005-10-12,2005,41,10,5,2112,285,-0.98867759023234,0.413533651655999,0
2005-10-13,2005,41,10,5,2113,286,-0.991114063993455,0.412025064223047,0
2005-10-14,2005,41,10,5,2114,287,-0.993256849267414,0.410702868387486,1
2005-10-15,2005,41,10,5,2115,288,-0.995105311100697,0.409565692769764,1
2005-10-16,2005,41,10,5,2116,289,-0.99665890175417,0.408612357871938,1
2005-10-17,2005,42,10,5,2117,290,-0.997917160865392,0.407841874867728,1
2005-10-18,2005,42,10,5,2118,291,-0.998879715585034,0.407253444584928,0
2005-10-19,2005,42,10,5,2119,292,-0.999546280687357,0.406846456680842,1
2005-10-20,2005,42,10,5,2120,293,-0.999916658654738,0.406620489011246,1
2005-10-21,2005,42,10,5,2121,294,-0.99999073973619,0.406575307193281,1
2005-10-22,2005,42,10,5,2122,295,-0.999768501979891,0.406710864362523,1
2005-10-23,2005,42,10,5,2123,296,-0.999250011239683,0.407027301124391,0
2005-10-24,2005,43,10,5,2124,297,-0.998435421155564,0.407524945699921,0
2005-10-25,2005,43,10,5,2125,298,-0.997324973108156,0.408204314265805,1
2005-10-26,2005,43,10,5,2126,299,-0.995918996147179,0.409066111488507,1
2005-10-27,2005,43,10,5,2127,300,-0.994217906893952,0.410111231252125,0
2005-10-28,2005,43,10,5,2128,301,-0.992222209417932,0.41134075757953,0
2005-10-29,2005,43,10,5,2129,302,-0.989932495087353,0.412755965746235,0
2005-10-30,2005,43,10,5,2130,303,-0.987349442393986,0.414358323586224,1
2005-10-31,2005,44,10,5,2131,304,-0.984473816752092,0.416149492988906,1
2005-11-01,2005,44,11,5,2132,305,-0.981306470271609,0.418131331586127,0
2005-11-02,2005,44,11,5,2133,306,-0.977848341505657,0.420305894628033,0
2005-11-03,2005,44,11,5,2134,307,-0.974100455172421,0.422675437046377,0
2005-11-04,2005,44,11,5,2135,308,-0.970063921851507,0.42524241570365,1
2005-11-05,2005,44,11,5,2136,309,-0.965739937654855,0.428009491826178,2
2005-11-06,2005,44,11,5,2137,310,-0.961129783872301,0.43097953361909,1
2005-11-07,2005,45,11,5,2138,311,-0.956234826591906,0.43415561906078,0
2005-11-08,2005,45,11,5,2139,312,-0.951056516295154,0.437541038874177,2
2005-11-09,2005,45,11,5,2140,313,-0.945596387427143,0.441139299671829,3
2005-11-10,2005,45,11,5,2141,314,-0.939856057941895,0.444954127271412,2
2005-11-11,2005,45,11,5,2142,315,-0.933837228822925,0.44898947017794,2
2005-11-12,2005,45,11,5,2143,316,-0.927541683579197,0.453249503228474,1
2005-11-13,2005,45,11,5,2144,317,-0.920971287716635,0.457738631394688,2
2005-11-14,2005,46,11,5,2145,318,-0.914127988185334,0.462461493738184,1
2005-11-15,2005,46,11,5,2146,319,-0.907013812802636,0.467422967512839,2
2005-11-16,2005,46,11,5,2147,320,-0.899630869652243,0.472628172407973,3
2005-11-17,2005,46,11,5,2148,321,-0.891981346459549,0.478082474925412,2
2005-11-18,2005,46,11,5,2149,322,-0.884067509943364,0.483791492882941,2
2005-11-19,2005,46,11,5,2150,323,-0.875891705144243,0.489761100035827,2
2005-11-20,2005,46,11,5,2151,324,-0.867456354729597,0.49599743080741,2
2005-11-21,2005,47,11,5,2152,325,-0.858763958275803,0.502506885118858,1
2005-11-22,2005,47,11,5,2153,326,-0.849817091527528,0.509296133307364,2
2005-11-23,2005,47,11,5,2154,327,-0.840618405634478,0.516372121121091,1
2005-11-24,2005,47,11,5,2155,328,-0.831170626365808,0.523742074778181,1
2005-11-25,2005,47,11,5,2156,329,-0.821476553302415,0.531413506076102,3
2005-11-26,2005,47,11,5,2157,330,-0.811539059007361,0.539394217536487,4
2005-11-27,2005,47,11,5,2158,331,-0.801361088174677,0.547692307569426,2
2005-11-28,2005,48,11,5,2159,332,-0.790945656756778,0.556316175639939,1
2005-11-29,2005,48,11,5,2160,333,-0.780295851070776,0.565274527418048,3
2005-11-30,2005,48,11,5,2161,334,-0.769414826883938,0.574576379892494,2
2005-12-01,2005,48,12,5,2162,335,-0.758305808478563,0.584231066426675,1
2005-12-02,2005,48,12,5,2163,336,-0.746972087696555,0.594248241733919,2
2005-12-03,2005,48,12,5,2164,337,-0.735417022963986,0.604637886747579,1
2005-12-04,2005,48,12,5,2165,338,-0.723644038295912,0.61541031335983,2
2005-12-05,2005,49,12,5,2166,339,-0.711656622281775,0.626576169001315,1
2005-12-06,2005,49,12,5,2167,340,-0.699458327051647,0.638146441032037,1
2005-12-07,2005,49,12,5,2168,341,-0.687052767223667,0.650132460912027,0
