date,year,week,month,yearMinus2000,dailyrainfall,dayOfYear,seasonalEffect,mu,y
2001-07-10,2001,28,7,1,2.42208903422579,191,0.196672889793576,1.64051355267162,1
2001-07-11,2001,28,7,1,0.60728614917025,192,0.179766585725562,1.59943409904799,4
2001-07-12,2001,28,7,1,0.662715323269367,193,0.162807012938517,1.55925870529161,2
2001-07-13,2001,28,7,1,2.0026387530379,194,0.145799196919875,1.51998246009408,1
2001-07-14,2001,28,7,1,4.10919228801504,195,0.128748177452581,1.48159952776837,4
2001-07-15,2001,28,7,1,7.88382103666663,196,0.111659007121695,1.44410320667405,2
2001-07-16,2001,29,7,1,4.9643482407555,197,0.0945367498171991,1.40748598656919,4
2001-07-17,2001,29,7,1,2.77810470666736,198,0.077386479233463,1.37173960477145,0
2001-07-18,2001,29,7,1,0.696555052418262,199,0.060213277365793,1.33685510102328,1
2001-07-19,2001,29,7,1,1.76864971639588,200,0.0430222330045306,1.3028228709679,1
2001-07-20,2001,29,7,1,0.323193338699639,201,0.0258184402271331,1.26963271815404,0
2001-07-21,2001,29,7,1,8.90597868245095,202,0.0086069968886887,1.23727390449873,1
2001-07-22,2001,29,7,1,1.98767775436863,203,-0.00860699688868801,1.2057351991479,0
2001-07-23,2001,30,7,1,5.90738834114745,204,-0.0258184402271324,1.17500492568456,1
2001-07-24,2001,30,7,1,8.9539627218619,205,-0.0430222330045303,1.14507100764431,0
2001-07-25,2001,30,7,1,9.45073477225378,206,-0.0602132773657928,1.11592101230669,2
2001-07-26,2001,30,7,1,0.884275122079998,207,-0.0773864792334632,1.08754219273987,1
2001-07-27,2001,30,7,1,8.94755152985454,208,-0.0945367498171993,1.05992152808402,1
2001-07-28,2001,30,7,1,6.2696100701578,209,-0.111659007121694,1.0330457620665,2
2001-07-29,2001,30,7,1,0.160485110245645,210,-0.128748177452581,1.00690143974891,0
2001-07-30,2001,31,7,1,5.4728112812154,211,-0.145799196919874,0.981474942512784,2
2001-07-31,2001,31,7,1,0.299721262417734,212,-0.162807012938516,0.956752521296508,1
2001-08-01,2001,31,8,1,7.42029909510166,213,-0.179766585725562,0.932720328101814,0
2001-08-02,2001,31,8,1,7.98387698363513,214,-0.196672889793576,0.909364445793082,2
2001-08-03,2001,31,8,1,7.52259644446895,215,-0.213520915439796,0.886670916217313,0
2001-08-04,2001,31,8,1,1.64628109894693,216,-0.230305670230612,0.864625766676704,1
2001-08-05,2001,31,8,1,9.94090720079839,217,-0.247022180480935,0.843215034789408,1
2001-08-06,2001,32,8,1,0.590949978213757,218,-0.263665492728007,0.822424791777294,0
2001-08-07,2001,32,8,1,6.18874062551186,219,-0.280230675199216,0.80224116422227,0
2001-08-08,2001,32,8,1,0.383281246758997,220,-0.29671281927349,0.782650354335218,0
2001-08-09,2001,32,8,1,2.53405756317079,221,-0.313107040935827,0.763638658783544,0
2001-08-10,2001,32,8,1,5.61199491145089,222,-0.32940848222453,0.745192486125107,0
2001-08-11,2001,32,8,1,5.25099169462919,223,-0.345612312670733,0.727298372897564,1
2001-08-12,2001,32,8,1,9.60490948986262,224,-0.361713730729767,0.709942998413287,0
2001-08-13,2001,33,8,1,1.17483137873933,225,-0.377707965203965,0.693113198310698,1
2001-08-14,2001,33,8,1,8.39688370702788,226,-0.393590276656466,0.676795976913388,0
2001-08-15,2001,33,8,1,3.37058874545619,227,-0.409355958815621,0.660978518448607,0
2001-08-16,2001,33,8,1,3.93936529522762,228,-0.425000339969554,0.645648197176714,0
2001-08-17,2001,33,8,1,2.2734456253238,229,-0.440518784350495,0.63079258648299,1
2001-08-18,2001,33,8,1,7.88900741841644,230,-0.455906693508459,0.616399466982808,0
2001-08-19,2001,33,8,1,4.49736438691616,231,-0.471159507673864,0.602456833690591,2
2001-08-20,2001,34,8,1,3.80452974699438,232,-0.48627270710869,0.588952902302283,0
2001-08-21,2001,34,8,1,1.54180522309616,233,-0.501241813445776,0.575876114640192,0
2001-08-22,2001,34,8,1,0.00740036368370056,234,-0.516062391015853,0.563215143308084,0
2001-08-23,2001,34,8,1,0.0225862395018339,235,-0.530730048161933,0.550958895603327,0
2001-08-24,2001,34,8,1,7.41198022151366,236,-0.545240438540651,0.539096516731721,0
2001-08-25,2001,34,8,1,9.34665501350537,237,-0.559589262410176,0.527617392369375,0
2001-08-26,2001,34,8,1,7.37283812137321,238,-0.573772267904324,0.516511150614679,0
2001-08-27,2001,35,8,1,9.2539881542325,239,-0.587785252292473,0.505767663372076,0
2001-08-28,2001,35,8,1,1.52769981650636,240,-0.601624063224923,0.495377047207874,0
2001-08-29,2001,35,8,1,6.93350262707099,241,-0.615284599963328,0.485329663716939,0
2001-08-30,2001,35,8,1,0.200896670576185,242,-0.628762814595835,0.475616119437609,1
2001-08-31,2001,35,8,1,2.24437102442607,243,-0.642054713236564,0.466227265350717,1
2001-09-01,2001,35,9,1,2.59874172974378,244,-0.655156357209085,0.45715419599708,0
2001-09-02,2001,35,9,1,5.98411687184125,245,-0.668063864213533,0.448388248246381,0
2001-09-03,2001,36,9,1,3.46487309318036,246,-0.680773409477016,0.439920999748834,0
2001-09-04,2001,36,9,1,3.75677720177919,247,-0.693281226886977,0.431744267099605,0
2001-09-05,2001,36,9,1,9.25401290180162,248,-0.705583610107177,0.423850103744487,0
2001-09-06,2001,36,9,1,5.40987304411829,249,-0.717676913675962,0.416230797653919,0
2001-09-07,2001,36,9,1,4.84116035047919,250,-0.729557554086488,0.408878868791042,0
2001-09-08,2001,36,9,1,4.16206196183339,251,-0.741222010848596,0.40178706639812,0
2001-09-09,2001,36,9,1,4.4063718081452,252,-0.752666827532008,0.394948366124336,0
2001-09-10,2001,37,9,1,6.06628754641861,253,-0.763888612790543,0.388355967016666,1
2001-09-11,2001,37,9,1,9.93053989252076,254,-0.774884041367041,0.382003288394304,0
2001-09-12,2001,37,9,1,3.79421590128914,255,-0.785649855078714,0.375883966625887,1
2001-09-13,2001,37,9,1,6.40983660938218,256,-0.796182863782615,0.3699918518276,0
2001-09-14,2001,37,9,1,8.13231807202101,257,-0.806479946320945,0.36432100449913,0
2001-09-15,2001,37,9,1,6.86525346245617,258,-0.816538051445916,0.358865692113347,2
2001-09-16,2001,37,9,1,6.51008076732978,259,-0.826354198723909,0.353620385674565,1
2001-09-17,2001,38,9,1,1.65023490553722,260,-0.835925479418637,0.348579756259231,0
2001-09-18,2001,38,9,1,0.114713250659406,261,-0.845249057353063,0.343738671551964,1
2001-09-19,2001,38,9,1,7.52541143447161,262,-0.854322169749827,0.339092192388955,0
2001-09-20,2001,38,9,1,2.91176259052008,263,-0.863142128049912,0.334635569319878,1
2001-09-21,2001,38,9,1,4.38864722615108,264,-0.871706318709322,0.33036423919867,0
2001-09-22,2001,38,9,1,6.29443579353392,265,-0.880012203973536,0.32627382181274,0
2001-09-23,2001,38,9,1,3.74746624846011,266,-0.888057322629493,0.322360116559461,0
2001-09-24,2001,39,9,1,2.74871716974303,267,-0.895839290734909,0.318619099178107,0
2001-09-25,2001,39,9,1,1.26590762520209,268,-0.903355802324684,0.315046918544745,0
2001-09-26,2001,39,9,1,1.03466429049149,269,-0.910604630094216,0.311639893536987,0
2001-09-27,2001,39,9,1,3.09866570169106,270,-0.917583626059393,0.308394509974941,0
2001-09-28,2001,39,9,1,7.77357275597751,271,-0.924290722193093,0.305307417644152,1
2001-09-29,2001,39,9,1,1.42382032005116,272,-0.930723931037979,0.302375427405846,0
2001-09-30,2001,39,9,1,7.99816126236692,273,-0.936881346295431,0.299595508399289,0
2001-10-01,2001,40,10,1,4.81295740464702,274,-0.942761143390421,0.296964785340689,0
2001-10-02,2001,40,10,1,5.62860265141353,275,-0.948361580012172,0.294480535922612,0
2001-10-03,2001,40,10,1,0.21419157506898,276,-0.953680996630445,0.292140188317537,0
2001-10-04,2001,40,10,1,8.52334445342422,277,-0.958717816987296,0.289941318788838,0
2001-10-05,2001,40,10,1,4.06655482947826,278,-0.963470548564149,0.287881649412123,0
2001-10-06,2001,40,10,1,2.56925635272637,279,-0.967937783024064,0.285959045909603,1
2001-10-07,2001,40,10,1,9.49398912722245,280,-0.972118196629061,0.284171515599873,1
2001-10-08,2001,41,10,1,1.68346497463062,281,-0.976010550632368,0.282517205465225,0
2001-10-09,2001,41,10,1,2.96860800823197,282,-0.97961369164549,0.280994400338419,1
2001-10-10,2001,41,10,1,4.202912657056,283,-0.982926551979982,0.27960152121058,1
2001-10-11,2001,41,10,1,6.16426810389385,284,-0.98594814996383,0.278337123661739,0
2001-10-12,2001,41,10,1,7.56028703181073,285,-0.98867759023234,0.277199896415335,1
2001-10-13,2001,41,10,1,4.63356942636892,286,-0.991114063993455,0.27618866001783,0
2001-10-14,2001,41,10,1,1.59133169101551,287,-0.993256849267414,0.275302365644468,0
2001-10-15,2001,42,10,1,1.15284329047427,288,-0.995105311100697,0.274540094032046,1
2001-10-16,2001,42,10,1,1.58743150299415,289,-0.99665890175417,0.273901054539449,0
2001-10-17,2001,42,10,1,8.99562195409089,290,-0.997917160865392,0.273384584336597,0
2001-10-18,2001,42,10,1,3.58184848213568,291,-0.998879715585034,0.272990147722342,0
2001-10-19,2001,42,10,1,2.00318313436583,292,-0.999546280687357,0.272717335571738,0
2001-10-20,2001,42,10,1,8.54896242497489,293,-0.999916658654738,0.272565864913053,0
2001-10-21,2001,42,10,1,6.79152822121978,294,-0.99999073973619,0.272535578634754,0
2001-10-22,2001,43,10,1,8.59696809435263,295,-0.999768501979891,0.272626445322681,1
2001-10-23,2001,43,10,1,9.24019797937945,296,-0.999250011239683,0.272838559227464,1
2001-10-24,2001,43,10,1,8.92141398740932,297,-0.998435421155564,0.273172140362242,1
2001-10-25,2001,43,10,1,1.90832141088322,298,-0.997324973108156,0.273627534730601,1
2001-10-26,2001,43,10,1,8.03478643298149,299,-0.995918996147179,0.274205214684596,0
2001-10-27,2001,43,10,1,4.89695509430021,300,-0.994217906893952,0.274905779412657,0
2001-10-28,2001,43,10,1,2.07954583223909,301,-0.992222209417932,0.275729955557046,1
2001-10-29,2001,44,10,1,2.93664189754054,302,-0.989932495087353,0.276678597960501,0
2001-10-30,2001,44,10,1,3.56498110340908,303,-0.987349442393986,0.277752690541568,0
2001-10-31,2001,44,10,1,3.29778716433793,304,-0.984473816752092,0.278953347298032,0
2001-11-01,2001,44,11,1,8.6814894573763,305,-0.981306470271609,0.280281813437756,0
2001-11-02,2001,44,11,1,3.68791190907359,306,-0.977848341505657,0.281739466636114,0
2001-11-03,2001,44,11,1,5.45272729359567,307,-0.974100455172421,0.283327818419061,0
2001-11-04,2001,44,11,1,7.16666106833145,308,-0.970063921851507,0.285048515670777,0
2001-11-05,2001,45,11,1,3.28325647860765,309,-0.965739937654855,0.286903342264614,0
2001-11-06,2001,45,11,1,9.58944619866088,310,-0.961129783872301,0.288894220815967,0
2001-11-07,2001,45,11,1,0.741278906352818,311,-0.956234826591906,0.291023214555453,1
2001-11-08,2001,45,11,1,7.73623468121514,312,-0.951056516295154,0.29329252932062,1
2001-11-09,2001,45,11,1,3.50324617000297,313,-0.945596387427143,0.29570451566415,0
2001-11-10,2001,45,11,1,9.43631790811196,314,-0.939856057941895,0.29826167107632,0
2001-11-11,2001,45,11,1,7.23452321020886,315,-0.933837228822925,0.300966642319194,0
2001-11-12,2001,46,11,1,9.59558174479753,316,-0.927541683579197,0.303822227869741,1
2001-11-13,2001,46,11,1,5.96791709540412,317,-0.920971287716635,0.306831380468778,1
2001-11-14,2001,46,11,1,6.1465390631929,318,-0.914127988185334,0.30999720977229,0
2001-11-15,2001,46,11,1,0.404228288680315,319,-0.907013812802636,0.313322985101322,0
2001-11-16,2001,46,11,1,2.58376215118915,320,-0.899630869652243,0.316812138286252,1
2001-11-17,2001,46,11,1,5.24887347361073,321,-0.891981346459549,0.320468266600835,0
2001-11-18,2001,46,11,1,3.392566179391,322,-0.884067509943364,0.324295135780944,0
2001-11-19,2001,47,11,1,1.38732261024416,323,-0.875891705144243,0.328296683122481,0
2001-11-20,2001,47,11,1,8.17220764933154,324,-0.867456354729597,0.332477020652382,1
2001-11-21,2001,47,11,1,4.5718678785488,325,-0.858763958275803,0.336840438366098,0
2001-11-22,2001,47,11,1,7.93742009205744,326,-0.849817091527528,0.341391407524366,1
2001-11-23,2001,47,11,1,6.74075337825343,327,-0.840618405634478,0.346134584001411,0
2001-11-24,2001,47,11,1,4.46843318641186,328,-0.831170626365808,0.351074811676112,0
2001-11-25,2001,47,11,1,8.63103540614247,329,-0.821476553302415,0.356217125856893,0
2001-11-26,2001,48,11,1,5.22116251522675,330,-0.811539059007361,0.361566756730416,2
2001-11-27,2001,48,11,1,8.17521264776588,331,-0.801361088174677,0.367129132823303,0
2001-11-28,2001,48,11,1,0.530234267935157,332,-0.790945656756778,0.372909884465334,0
2001-11-29,2001,48,11,1,1.59258258063346,333,-0.780295851070776,0.37891484724164,0
2001-11-30,2001,48,11,1,0.285214753821492,334,-0.769414826883938,0.385150065420527,1
2001-12-01,2001,48,12,1,2.37045315327123,335,-0.758305808478563,0.391621795342579,1
2001-12-02,2001,48,12,1,0.879544760100544,336,-0.746972087696555,0.398336508755678,1
2001-12-03,2001,49,12,1,6.63706752471626,337,-0.735417022963986,0.405300896079529,0
2001-12-04,2001,49,12,1,8.19848055252805,338,-0.723644038295912,0.412521869582169,1
2001-12-05,2001,49,12,1,6.67468406492844,339,-0.711656622281775,0.420006566449796,1
2001-12-06,2001,49,12,1,6.77816747920588,340,-0.699458327051647,0.427762351730075,0
2001-12-07,2001,49,12,1,5.33683124929667,341,-0.687052767223667,0.435796821127813,1
2001-12-08,2001,49,12,1,9.06463067047298,342,-0.674443618832946,0.444117803630691,0
2001-12-09,2001,49,12,1,7.09558740956709,343,-0.661634618242279,0.452733363941339,0
2001-12-10,2001,50,12,1,7.97483467496932,344,-0.648629561034982,0.461651804690798,1
2001-12-11,2001,50,12,1,2.9536949028261,345,-0.635432300890178,0.470881668406941,0
2001-12-12,2001,50,12,1,1.57998830545694,346,-0.622046748440868,0.480431739210081,0
2001-12-13,2001,50,12,1,5.50033728824928,347,-0.608476870115126,0.490311044206539,0
2001-12-14,2001,50,12,1,2.96801964985207,348,-0.594726686960764,0.500528854549472,0
2001-12-15,2001,50,12,1,8.42283533420414,349,-0.580800273453801,0.511094686134827,1
2001-12-16,2001,50,12,1,5.34292815951631,350,-0.566701756291118,0.522018299898757,1
2001-12-17,2001,51,12,1,8.58103427803144,351,-0.55243531316762,0.533309701681404,1
2001-12-18,2001,51,12,1,6.12402636557818,352,-0.538005171538299,0.544979141620396,0
2001-12-19,2001,51,12,1,3.26228123856708,353,-0.52341560736555,0.557037113036006,0
2001-12-20,2001,51,12,1,0.71852644905448,354,-0.508670943852104,0.569494350768405,0
2001-12-21,2001,51,12,1,8.31079932395369,355,-0.493775550159977,0.582361828926026,0
2001-12-22,2001,51,12,1,6.82133842026815,356,-0.478733840115788,0.595650758002684,1
2001-12-23,2001,51,12,1,8.17088376265019,357,-0.463550270902851,0.609372581319709,1
2001-12-24,2001,52,12,1,6.79928372846916,358,-0.448229341740411,0.623538970748114,1
2001-12-25,2001,52,12,1,1.09099593944848,359,-0.432775592550432,0.638161821664535,1
2001-12-26,2001,52,12,1,0.761058775242418,360,-0.417193602612317,0.653253247093636,0
2001-12-27,2001,52,12,1,3.85733554605395,361,-0.401487989205974,0.668825570988545,0
2001-12-28,2001,52,12,1,0.338793895207346,362,-0.385663406243607,0.684891320600068,1
2001-12-29,2001,52,12,1,0.49256173428148,363,-0.369724542890673,0.701463217884525,0
2001-12-30,2001,52,12,1,8.09155202936381,364,-0.353676122176372,0.718554169899536,1
2001-12-31,2002,1,12,2,5.14920853078365,365,-0.337522899594114,0.813601696241112,0
2002-01-01,2002,1,1,2,7.22358567174524,1,-0.321269661692364,0.833680959365664,1
2002-01-02,2002,1,1,2,0.205420439597219,2,-0.304921224656289,0.854377763497058,1
2002-01-03,2002,1,1,2,3.79554440733045,3,-0.288482432880609,0.875707060914074,1
2002-01-04,2002,1,1,2,5.44298672582954,4,-0.271958157534106,0.89768393662661,0
2002-01-05,2002,1,1,2,8.02315337117761,5,-0.255353295116187,0.920323589858073,0
2002-01-06,2002,1,1,2,6.22177108423784,6,-0.23867276600595,0.943641314014501,2
2002-01-07,2002,2,1,2,0.226931485813111,7,-0.221921513004166,0.967652475086909,1
2002-01-08,2002,2,1,2,2.61442554183304,8,-0.205104499868619,0.992372488434963,2
2002-01-09,2002,2,1,2,6.61449559498578,9,-0.188226709843244,1.0178167939022,2
2002-01-10,2002,2,1,2,8.24529678095132,10,-0.171293144181478,1.04400082921543,1
2002-01-11,2002,2,1,2,7.64789543580264,11,-0.154308820664281,1.07094000162381,1
2002-01-12,2002,2,1,2,3.92550315707922,12,-0.137278772113265,1.09864965773648,1
2002-01-13,2002,2,1,2,6.22553079621866,13,-0.120208044899353,1.12714505152138,4
2002-01-14,2002,3,1,2,8.92852180637419,14,-0.103101697447435,1.15644131043205,1
2002-01-15,2002,3,1,2,8.28659916063771,15,-0.0859647987374465,1.18655339963429,1
2002-01-16,2002,3,1,2,1.44416321069002,16,-0.0688024268023199,1.21749608430948,1
2002-01-17,2002,3,1,2,3.59390461584553,17,-0.0516196672232538,1.24928389001742,2
2002-01-18,2002,3,1,2,9.70494834240526,18,-0.0344216116227457,1.28193106110805,0
2002-01-19,2002,3,1,2,7.61469685705379,19,-0.0172133561558347,1.31545151717804,4
2002-01-20,2002,3,1,2,1.21384853497148,20,0,1.349858807576,1
2002-01-21,2002,4,1,2,6.85059452895075,21,0.0172133561558347,1.3851660639682,1
2002-01-22,2002,4,1,2,6.62393559934571,22,0.0344216116227457,1.42138595098518,0
2002-01-23,2002,4,1,2,3.9680939167738,23,0.0516196672232538,1.45853061497904,0
2002-01-24,2002,4,1,2,0.49218202708289,24,0.0688024268023199,1.496611630931,0
2002-01-25,2002,4,1,2,1.56910101184621,25,0.0859647987374465,1.53563994755913,2
2002-01-26,2002,4,1,2,5.70208690129221,26,0.103101697447435,1.57562583068722,2
2002-01-27,2002,4,1,2,7.40180441178381,27,0.120208044899353,1.61657880494714,2
2002-01-28,2002,5,1,2,4.42780453013256,28,0.137278772113265,1.65850759389902,0
2002-01-29,2002,5,1,2,4.91143806139007,29,0.154308820664281,1.70142005866597,1
2002-01-30,2002,5,1,2,9.90928991930559,30,0.171293144181478,1.74532313519314,3
2002-01-31,2002,5,1,2,7.42824901593849,31,0.188226709843244,1.79022277025387,1
2002-02-01,2002,5,2,2,8.88192123966292,32,0.205104499868619,1.83612385633958,1
2002-02-02,2002,5,2,2,2.74000151315704,33,0.221921513004166,1.88303016558383,1
2002-02-03,2002,5,2,2,6.56631167978048,34,0.23867276600595,1.93094428288513,2
2002-02-04,2002,6,2,2,0.275858400855213,35,0.255353295116187,1.97986753840734,1
2002-02-05,2002,6,2,2,7.38141819601879,36,0.271958157534106,2.02979993965116,4
2002-02-06,2002,6,2,2,2.96435796190053,37,0.288482432880609,2.08074010330413,0
2002-02-07,2002,6,2,2,1.869773901999,38,0.304921224656289,2.13268518709146,2
2002-02-08,2002,6,2,2,2.05722437007353,39,0.321269661692364,2.18563082186372,2
2002-02-09,2002,6,2,2,0.942199507262558,40,0.337522899594113,2.23957104417162,2
2002-02-10,2002,6,2,2,3.99241390405223,41,0.353676122176372,2.29449822959157,3
2002-02-11,2002,7,2,2,5.70690961554647,42,0.369724542890673,2.35040302707866,1
2002-02-12,2002,7,2,2,3.51391867036,43,0.385663406243607,2.40727429463641,3
2002-02-13,2002,7,2,2,0.772511474788189,44,0.401487989205973,2.46509903660421,1
2002-02-14,2002,7,2,2,1.9110691617243,45,0.417193602612317,2.52386234287452,1
2002-02-15,2002,7,2,2,0.663306238129735,46,0.432775592550431,2.58354733036163,0
2002-02-16,2002,7,2,2,3.7589345802553,47,0.448229341740411,2.6441350870532,0
2002-02-17,2002,7,2,2,1.41098166583106,48,0.463550270902851,2.70560461898288,2
2002-02-18,2002,8,2,2,3.18266005488113,49,0.478733840115789,2.76793280046947,4
2002-02-19,2002,8,2,2,5.56377469794825,50,0.493775550159977,2.83109432797244,2
2002-02-20,2002,8,2,2,0.4324229224585,51,0.508670943852104,2.89506167791752,5
2002-02-21,2002,8,2,2,6.03414393495768,52,0.52341560736555,2.95980506884746,4
2002-02-22,2002,8,2,2,0.680138834286481,53,0.5380051715383,3.02529242825323,4
2002-02-23,2002,8,2,2,8.83744721766561,54,0.55243531316762,3.09148936443887,3
2002-02-24,2002,8,2,2,5.53300461731851,55,0.566701756291118,3.15835914376927,5
2002-02-25,2002,9,2,2,0.458119548857212,56,0.580800273453801,3.22586267364399,5
2002-02-26,2002,9,2,2,1.96483991807327,57,0.594726686960763,3.29395849153222,1
2002-02-27,2002,9,2,2,5.94853231450543,58,0.608476870115126,3.36260276039309,3
2002-02-28,2002,9,2,2,4.64475178625435,59,0.622046748440868,3.43174927079325,2
2002-03-01,2002,9,3,2,1.30394765874371,60,0.635432300890177,3.50134945001785,3
2002-03-02,2002,9,3,2,5.8278794400394,61,0.648629561034981,3.57135237845414,6
2002-03-03,2002,9,3,2,1.97606584057212,62,0.661634618242278,3.64170481350642,3
2002-03-04,2002,10,3,2,1.42512632999569,63,0.674443618832946,3.71235122127897,6
2002-03-05,2002,10,3,2,3.6740446370095,64,0.687052767223667,3.78323381623883,0
2002-03-06,2002,10,3,2,7.39501317497343,65,0.699458327051647,3.85429260904312,3
2002-03-07,2002,10,3,2,4.76192874601111,66,0.711656622281775,3.92546546268629,4
2002-03-08,2002,10,3,2,7.9418984754011,67,0.723644038295912,3.99668815709109,6
2002-03-09,2002,10,3,2,4.38851742073894,68,0.735417022963986,4.06789446223335,3
2002-03-10,2002,10,3,2,7.98496818868443,69,0.746972087696555,4.13901621985491,3
2002-03-11,2002,11,3,2,1.18579839356244,70,0.758305808478562,4.20998343378176,3
2002-03-12,2002,11,3,2,3.29432935221121,71,0.769414826883938,4.28072436882483,4
2002-03-13,2002,11,3,2,6.75898252753541,72,0.780295851070776,4.35116565820054,7
2002-03-14,2002,11,3,2,5.83247231785208,73,0.790945656756777,4.4212324193659,4
2002-03-15,2002,11,3,2,4.05829149764031,74,0.801361088174677,4.49084837811999,7
2002-03-16,2002,11,3,2,7.73614717414603,75,0.811539059007361,4.55993600077956,4
2002-03-17,2002,11,3,2,7.91651152307168,76,0.821476553302414,4.62841663419205,4
2002-03-18,2002,12,3,2,6.87448746524751,77,0.831170626365808,4.69621065330422,5
2002-03-19,2002,12,3,2,2.32495101867244,78,0.840618405634478,4.76323761595983,4
2002-03-20,2002,12,3,2,0.715855886228383,79,0.849817091527528,4.82941642455502,3
2002-03-21,2002,12,3,2,0.141076012514532,80,0.858763958275803,4.89466549413583,2
2002-03-22,2002,12,3,2,7.15455057332292,81,0.867456354729597,4.95890292647904,3
2002-03-23,2002,12,3,2,8.41717053204775,82,0.875891705144243,5.02204668965547,5
2002-03-24,2002,12,3,2,9.11889425944537,83,0.884067509943364,5.08401480253412,5
2002-03-25,2002,13,3,2,8.78471426898614,84,0.891981346459549,5.1447255236467,4
2002-03-26,2002,13,3,2,6.21189596364275,85,0.899630869652243,5.20409754379563,5
2002-03-27,2002,13,3,2,7.79243919067085,86,0.907013812802636,5.26205018175404,2
2002-03-28,2002,13,3,2,5.52335603628308,87,0.914127988185334,5.31850358237484,5
2002-03-29,2002,13,3,2,9.43855438614264,88,0.920971287716635,5.37337891639768,5
2002-03-30,2002,13,3,2,0.235498489346355,89,0.927541683579197,5.42659858121701,2
2002-03-31,2002,13,3,2,6.37336992891505,90,0.933837228822925,5.47808640185298,4
2002-04-01,2002,14,4,2,1.69226307189092,91,0.939856057941895,5.52776783134916,2
2002-04-02,2002,14,4,2,2.96553836902604,92,0.945596387427143,5.57557014980686,5
2002-04-03,2002,14,4,2,3.46494631608948,93,0.951056516295153,5.62142266125636,6
2002-04-04,2002,14,4,2,3.87868561549112,94,0.956234826591906,5.66525688755998,4
2002-04-05,2002,14,4,2,1.3162116589956,95,0.961129783872301,5.7070067585409,4
2002-04-06,2002,14,4,2,4.7897584666498,96,0.965739937654855,5.74660879753535,4
2002-04-07,2002,14,4,2,5.34174917265773,97,0.970063921851507,5.78400230157435,5
2002-04-08,2002,15,4,2,5.25691418908536,98,0.97410045517242,5.81912951541368,5
2002-04-09,2002,15,4,2,2.49439062783495,99,0.977848341505657,5.85193579864893,5
2002-04-10,2002,15,4,2,2.81407021684572,100,0.981306470271609,5.88236978517435,3
2002-04-11,2002,15,4,2,5.30946970684454,101,0.984473816752092,5.91038353427122,9
2002-04-12,2002,15,4,2,4.94978080270812,102,0.987349442393986,5.93593267264277,6
2002-04-13,2002,15,4,2,3.87429781258106,103,0.989932495087353,5.95897652674785,4
2002-04-14,2002,15,4,2,8.17444114712998,104,0.992222209417932,5.97947824482576,6
2002-04-15,2002,16,4,2,6.04206112446263,105,0.994217906893952,5.99740490804763,5
2002-04-16,2002,16,4,2,3.04766541346908,106,0.995918996147179,6.01272763027707,8
2002-04-17,2002,16,4,2,8.31187017960474,107,0.997324973108156,6.02542164597351,6
2002-04-18,2002,16,4,2,5.85382185410708,108,0.998435421155564,6.0354663858248,3
2002-04-19,2002,16,4,2,9.35355881927535,109,0.999250011239683,6.04284553975232,9
2002-04-20,2002,16,4,2,2.79681055806577,110,0.999768501979891,6.04754710698994,8
2002-04-21,2002,16,4,2,6.35771941160783,111,0.99999073973619,6.04956343299935,4
2002-04-22,2002,17,4,2,1.11800370039418,112,0.999916658654738,6.04889123304587,5
2002-04-23,2002,17,4,2,7.02435704646632,113,0.999546280687357,6.04553160232248,8
2002-04-24,2002,17,4,2,5.67581873619929,114,0.998879715585034,6.0394900125738,5
2002-04-25,2002,17,4,2,8.45197019167244,115,0.997917160865392,6.03077629523612,8
2002-04-26,2002,17,4,2,5.52146459929645,116,0.99665890175417,6.01940461117382,5
2002-04-27,2002,17,4,2,0.400761696510017,117,0.995105311100698,6.00539340715632,7
2002-04-28,2002,17,4,2,4.05343114631251,118,0.993256849267414,5.98876535928254,6
2002-04-29,2002,18,4,2,2.41201773751527,119,0.991114063993455,5.96954730362098,12
2002-04-30,2002,18,4,2,2.85534127149731,120,0.988677590232341,5.9477701543936,9
2002-05-01,2002,18,5,2,2.53750943345949,121,0.98594814996383,5.92346881008875,5
2002-05-02,2002,18,5,2,5.15571081079543,122,0.982926551979982,5.89668204794354,5
2002-05-03,2002,18,5,2,9.04502200661227,123,0.97961369164549,5.86745240728809,3
2002-05-04,2002,18,5,2,0.279944431968033,124,0.976010550632368,5.83582606229294,7
2002-05-05,2002,18,5,2,5.71904731215909,125,0.972118196629061,5.80185268470612,7
2002-05-06,2002,19,5,2,4.90002545993775,126,0.967937783024064,5.76558529720832,5
2002-05-07,2002,19,5,2,4.10105765098706,127,0.963470548564149,5.7270801180518,4
2002-05-08,2002,19,5,2,7.46998545946553,128,0.958717816987296,5.68639639768238,6
2002-05-09,2002,19,5,2,2.99987171078101,129,0.953680996630446,5.64359624807278,6
2002-05-10,2002,19,5,2,9.0706532378681,130,0.948361580012172,5.59874446552014,2
2002-05-11,2002,19,5,2,0.203196033835411,131,0.942761143390421,5.55190834768053,1
2002-05-12,2002,19,5,2,9.99248714419082,132,0.936881346295431,5.50315750562849,3
2002-05-13,2002,20,5,2,2.45326224248856,133,0.930723931037979,5.45256367174053,2
2002-05-14,2002,20,5,2,0.30843221815303,134,0.924290722193093,5.40020050420713,3
2002-05-15,2002,20,5,2,6.38859780039638,135,0.917583626059394,5.34614338897959,6
2002-05-16,2002,20,5,2,0.888082208111882,136,0.910604630094216,5.29046923995452,3
2002-05-17,2002,20,5,2,8.22616044199094,137,0.903355802324685,5.23325629819156,6
