date,year,week,month,fylke,yearMinus2000,dayOfSeries,dayOfYear,seasonalEffect,mu,y
2012-02-12,2012,6,2,6,12,11728,43,0.385663406243607,7,19
2012-02-13,2012,7,2,6,12,11729,44,0.401487989205973,7,17
2012-02-14,2012,7,2,6,12,11730,45,0.417193602612317,7,20
2012-02-15,2012,7,2,6,12,11731,46,0.432775592550431,7,28
2012-02-16,2012,7,2,6,12,11732,47,0.448229341740411,7,29
2012-02-17,2012,7,2,6,12,11733,48,0.463550270902851,7,29
2012-02-18,2012,7,2,6,12,11734,49,0.478733840115789,8,29
2012-02-19,2012,7,2,6,12,11735,50,0.493775550159977,8,26
2012-02-20,2012,8,2,6,12,11736,51,0.508670943852104,8,21
2012-02-21,2012,8,2,6,12,11737,52,0.52341560736555,8,19
2012-02-22,2012,8,2,6,12,11738,53,0.5380051715383,8,23
2012-02-23,2012,8,2,6,12,11739,54,0.55243531316762,8,23
2012-02-24,2012,8,2,6,12,11740,55,0.566701756291118,9,28
2012-02-25,2012,8,2,6,12,11741,56,0.580800273453801,9,26
2012-02-26,2012,8,2,6,12,11742,57,0.594726686960763,9,28
2012-02-27,2012,9,2,6,12,11743,58,0.608476870115126,9,25
2012-02-28,2012,9,2,6,12,11744,59,0.622046748440868,9,30
2012-02-29,2012,9,2,6,12,11745,60,0.635432300890177,10,25
2012-03-01,2012,9,3,6,12,11746,61,0.648629561034981,10,26
2012-03-02,2012,9,3,6,12,11747,62,0.661634618242278,10,23
2012-03-03,2012,9,3,6,12,11748,63,0.674443618832946,10,26
2012-03-04,2012,9,3,6,12,11749,64,0.687052767223667,10,27
2012-03-05,2012,10,3,6,12,11750,65,0.699458327051647,10,28
2012-03-06,2012,10,3,6,12,11751,66,0.711656622281775,11,37
2012-03-07,2012,10,3,6,12,11752,67,0.723644038295912,11,29
2012-03-08,2012,10,3,6,12,11753,68,0.735417022963986,11,27
2012-03-09,2012,10,3,6,12,11754,69,0.746972087696555,11,29
2012-03-10,2012,10,3,6,12,11755,70,0.758305808478562,11,23
2012-03-11,2012,10,3,6,12,11756,71,0.769414826883938,12,33
2012-03-12,2012,11,3,6,12,11757,72,0.780295851070776,12,33
2012-03-13,2012,11,3,6,12,11758,73,0.790945656756777,12,40
2012-03-14,2012,11,3,6,12,11759,74,0.801361088174677,12,34
2012-03-15,2012,11,3,6,12,11760,75,0.811539059007361,12,35
2012-03-16,2012,11,3,6,12,11761,76,0.821476553302414,13,42
2012-03-17,2012,11,3,6,12,11762,77,0.831170626365808,13,42
2012-03-18,2012,11,3,6,12,11763,78,0.840618405634478,13,37
2012-03-19,2012,12,3,6,12,11764,79,0.849817091527528,13,36
2012-03-20,2012,12,3,6,12,11765,80,0.858763958275803,13,40
2012-03-21,2012,12,3,6,12,11766,81,0.867456354729597,13,44
2012-03-22,2012,12,3,6,12,11767,82,0.875891705144243,14,45
2012-03-23,2012,12,3,6,12,11768,83,0.884067509943364,14,44
2012-03-24,2012,12,3,6,12,11769,84,0.891981346459549,14,43
2012-03-25,2012,12,3,6,12,11770,85,0.899630869652243,14,44
2012-03-26,2012,13,3,6,12,11771,86,0.907013812802636,14,44
2012-03-27,2012,13,3,6,12,11772,87,0.914127988185334,14,45
2012-03-28,2012,13,3,6,12,11773,88,0.920971287716635,15,39
2012-03-29,2012,13,3,6,12,11774,89,0.927541683579197,15,42
2012-03-30,2012,13,3,6,12,11775,90,0.933837228822925,15,51
2012-03-31,2012,13,3,6,12,11776,91,0.939856057941895,15,44
2012-04-01,2012,13,4,6,12,11777,92,0.945596387427143,15,47
2012-04-02,2012,14,4,6,12,11778,93,0.951056516295153,15,46
2012-04-03,2012,14,4,6,12,11779,94,0.956234826591906,15,41
2012-04-04,2012,14,4,6,12,11780,95,0.961129783872301,16,44
2012-04-05,2012,14,4,6,12,11781,96,0.965739937654855,16,47
2012-04-06,2012,14,4,6,12,11782,97,0.970063921851507,16,43
2012-04-07,2012,14,4,6,12,11783,98,0.97410045517242,16,49
2012-04-08,2012,14,4,6,12,11784,99,0.977848341505657,16,46
2012-04-09,2012,15,4,6,12,11785,100,0.981306470271609,16,49
2012-04-10,2012,15,4,6,12,11786,101,0.984473816752092,16,51
2012-04-11,2012,15,4,6,12,11787,102,0.987349442393986,16,47
2012-04-12,2012,15,4,6,12,11788,103,0.989932495087353,16,47
2012-04-13,2012,15,4,6,12,11789,104,0.992222209417932,16,41
2012-04-14,2012,15,4,6,12,11790,105,0.994217906893952,16,41
2012-04-15,2012,15,4,6,12,11791,106,0.995918996147179,16,44
2012-04-16,2012,16,4,6,12,11792,107,0.997324973108156,16,46
2012-04-17,2012,16,4,6,12,11793,108,0.998435421155564,16,46
2012-04-18,2012,16,4,6,12,11794,109,0.999250011239683,16,52
2012-04-19,2012,16,4,6,12,11795,110,0.999768501979891,16,50
2012-04-20,2012,16,4,6,12,11796,111,0.99999073973619,16,50
2012-04-21,2012,16,4,6,12,11797,112,0.999916658654738,16,47
2012-04-22,2012,16,4,6,12,11798,113,0.999546280687357,16,46
2012-04-23,2012,17,4,6,12,11799,114,0.998879715585034,16,49
2012-04-24,2012,17,4,6,12,11800,115,0.997917160865392,16,45
2012-04-25,2012,17,4,6,12,11801,116,0.99665890175417,16,60
2012-04-26,2012,17,4,6,12,11802,117,0.995105311100698,16,49
2012-04-27,2012,17,4,6,12,11803,118,0.993256849267414,16,50
2012-04-28,2012,17,4,6,12,11804,119,0.991114063993455,16,49
2012-04-29,2012,17,4,6,12,11805,120,0.988677590232341,16,52
2012-04-30,2012,18,4,6,12,11806,121,0.98594814996383,16,62
2012-05-01,2012,18,5,6,12,11807,122,0.982926551979982,16,56
2012-05-02,2012,18,5,6,12,11808,123,0.97961369164549,16,53
2012-05-03,2012,18,5,6,12,11809,124,0.976010550632368,16,44
2012-05-04,2012,18,5,6,12,11810,125,0.972118196629061,16,44
2012-05-05,2012,18,5,6,12,11811,126,0.967937783024064,16,37
2012-05-06,2012,18,5,6,12,11812,127,0.963470548564149,16,32
2012-05-07,2012,19,5,6,12,11813,128,0.958717816987296,15,34
2012-05-08,2012,19,5,6,12,11814,129,0.953680996630446,15,40
2012-05-09,2012,19,5,6,12,11815,130,0.948361580012172,15,43
2012-05-10,2012,19,5,6,12,11816,131,0.942761143390421,15,50
2012-05-11,2012,19,5,6,12,11817,132,0.936881346295431,15,42
2012-05-12,2012,19,5,6,12,11818,133,0.930723931037979,15,48
2012-05-13,2012,19,5,6,12,11819,134,0.924290722193093,15,43
2012-05-14,2012,20,5,6,12,11820,135,0.917583626059394,15,41
2012-05-15,2012,20,5,6,12,11821,136,0.910604630094216,14,38
2012-05-16,2012,20,5,6,12,11822,137,0.903355802324685,14,46
2012-05-17,2012,20,5,6,12,11823,138,0.895839290734909,14,35
2012-05-18,2012,20,5,6,12,11824,139,0.888057322629493,14,43
2012-05-19,2012,20,5,6,12,11825,140,0.880012203973536,14,50
2012-05-20,2012,20,5,6,12,11826,141,0.871706318709322,14,47
2012-05-21,2012,21,5,6,12,11827,142,0.863142128049912,13,49
2012-05-22,2012,21,5,6,12,11828,143,0.854322169749827,13,38
2012-05-23,2012,21,5,6,12,11829,144,0.845249057353063,13,37
2012-05-24,2012,21,5,6,12,11830,145,0.835925479418637,13,38
2012-05-25,2012,21,5,6,12,11831,146,0.82635419872391,13,40
2012-05-26,2012,21,5,6,12,11832,147,0.816538051445916,12,37
2012-05-27,2012,21,5,6,12,11833,148,0.806479946320945,12,40
2012-05-28,2012,22,5,6,12,11834,149,0.796182863782616,12,39
2012-05-29,2012,22,5,6,12,11835,150,0.785649855078715,12,38
2012-05-30,2012,22,5,6,12,11836,151,0.774884041367041,12,32
2012-05-31,2012,22,5,6,12,11837,152,0.763888612790543,12,37
2012-06-01,2012,22,6,6,12,11838,153,0.752666827532008,11,32
2012-06-02,2012,22,6,6,12,11839,154,0.741222010848596,11,35
2012-06-03,2012,22,6,6,12,11840,155,0.729557554086488,11,32
2012-06-04,2012,23,6,6,12,11841,156,0.717676913675962,11,30
2012-06-05,2012,23,6,6,12,11842,157,0.705583610107178,11,30
2012-06-06,2012,23,6,6,12,11843,158,0.693281226886978,10,30
2012-06-07,2012,23,6,6,12,11844,159,0.680773409477016,10,31
2012-06-08,2012,23,6,6,12,11845,160,0.668063864213534,10,31
2012-06-09,2012,23,6,6,12,11846,161,0.655156357209085,10,33
2012-06-10,2012,23,6,6,12,11847,162,0.642054713236564,10,32
2012-06-11,2012,24,6,6,12,11848,163,0.628762814595834,9,24
2012-06-12,2012,24,6,6,12,11849,164,0.615284599963328,9,31
2012-06-13,2012,24,6,6,12,11850,165,0.601624063224923,9,28
2012-06-14,2012,24,6,6,12,11851,166,0.587785252292473,9,28
2012-06-15,2012,24,6,6,12,11852,167,0.573772267904325,9,30
2012-06-16,2012,24,6,6,12,11853,168,0.559589262410177,8,22
2012-06-17,2012,24,6,6,12,11854,169,0.545240438540651,8,23
2012-06-18,2012,25,6,6,12,11855,170,0.530730048161933,8,21
2012-06-19,2012,25,6,6,12,11856,171,0.516062391015853,8,28
2012-06-20,2012,25,6,6,12,11857,172,0.501241813445776,8,29
2012-06-21,2012,25,6,6,12,11858,173,0.48627270710869,8,27
2012-06-22,2012,25,6,6,12,11859,174,0.471159507673864,7,23
2012-06-23,2012,25,6,6,12,11860,175,0.455906693508459,7,22
2012-06-24,2012,25,6,6,12,11861,176,0.440518784350495,7,20
2012-06-25,2012,26,6,6,12,11862,177,0.425000339969554,7,21
2012-06-26,2012,26,6,6,12,11863,178,0.409355958815621,7,23
2012-06-27,2012,26,6,6,12,11864,179,0.393590276656467,7,21
2012-06-28,2012,26,6,6,12,11865,180,0.377707965203965,6,18
2012-06-29,2012,26,6,6,12,11866,181,0.361713730729768,6,21
2012-06-30,2012,26,6,6,12,11867,182,0.345612312670734,6,22
2012-07-01,2012,26,7,6,12,11868,183,0.32940848222453,6,17
2012-07-02,2012,27,7,6,12,11869,184,0.313107040935827,6,18
2012-07-03,2012,27,7,6,12,11870,185,0.296712819273491,6,17
2012-07-04,2012,27,7,6,12,11871,186,0.280230675199216,6,14
2012-07-05,2012,27,7,6,12,11872,187,0.263665492728007,5,11
2012-07-06,2012,27,7,6,12,11873,188,0.247022180480936,5,11
2012-07-07,2012,27,7,6,12,11874,189,0.230305670230612,5,13
2012-07-08,2012,27,7,6,12,11875,190,0.213520915439796,5,14
2012-07-09,2012,28,7,6,12,11876,191,0.196672889793576,5,14
2012-07-10,2012,28,7,6,12,11877,192,0.179766585725562,5,16
2012-07-11,2012,28,7,6,12,11878,193,0.162807012938517,5,15
2012-07-12,2012,28,7,6,12,11879,194,0.145799196919875,5,16
2012-07-13,2012,28,7,6,12,11880,195,0.128748177452581,4,13
2012-07-14,2012,28,7,6,12,11881,196,0.111659007121695,4,12
2012-07-15,2012,28,7,6,12,11882,197,0.0945367498171991,4,10
2012-07-16,2012,29,7,6,12,11883,198,0.077386479233463,4,10
2012-07-17,2012,29,7,6,12,11884,199,0.060213277365793,4,9
2012-07-18,2012,29,7,6,12,11885,200,0.0430222330045306,4,10
2012-07-19,2012,29,7,6,12,11886,201,0.0258184402271331,4,10
2012-07-20,2012,29,7,6,12,11887,202,0.0086069968886887,4,12
2012-07-21,2012,29,7,6,12,11888,203,-0.00860699688868801,4,11
2012-07-22,2012,29,7,6,12,11889,204,-0.0258184402271324,4,10
2012-07-23,2012,30,7,6,12,11890,205,-0.0430222330045303,3,11
2012-07-24,2012,30,7,6,12,11891,206,-0.0602132773657928,3,8
2012-07-25,2012,30,7,6,12,11892,207,-0.0773864792334632,3,10
2012-07-26,2012,30,7,6,12,11893,208,-0.0945367498171993,3,11
2012-07-27,2012,30,7,6,12,11894,209,-0.111659007121694,3,8
2012-07-28,2012,30,7,6,12,11895,210,-0.128748177452581,3,7
2012-07-29,2012,30,7,6,12,11896,211,-0.145799196919874,3,8
2012-07-30,2012,31,7,6,12,11897,212,-0.162807012938516,3,6
2012-07-31,2012,31,7,6,12,11898,213,-0.179766585725562,3,7
2012-08-01,2012,31,8,6,12,11899,214,-0.196672889793576,3,8
2012-08-02,2012,31,8,6,12,11900,215,-0.213520915439796,3,6
2012-08-03,2012,31,8,6,12,11901,216,-0.230305670230612,3,9
2012-08-04,2012,31,8,6,12,11902,217,-0.247022180480935,3,8
2012-08-05,2012,31,8,6,12,11903,218,-0.263665492728007,2,7
2012-08-06,2012,32,8,6,12,11904,219,-0.280230675199216,2,6
2012-08-07,2012,32,8,6,12,11905,220,-0.29671281927349,2,4
2012-08-08,2012,32,8,6,12,11906,221,-0.313107040935827,2,6
2012-08-09,2012,32,8,6,12,11907,222,-0.32940848222453,2,6
2012-08-10,2012,32,8,6,12,11908,223,-0.345612312670733,2,9
2012-08-11,2012,32,8,6,12,11909,224,-0.361713730729767,2,8
2012-08-12,2012,32,8,6,12,11910,225,-0.377707965203965,2,7
2012-08-13,2012,33,8,6,12,11911,226,-0.393590276656466,2,10
2012-08-14,2012,33,8,6,12,11912,227,-0.409355958815621,2,9
2012-08-15,2012,33,8,6,12,11913,228,-0.425000339969554,2,5
2012-08-16,2012,33,8,6,12,11914,229,-0.440518784350495,2,7
2012-08-17,2012,33,8,6,12,11915,230,-0.455906693508459,2,8
2012-08-18,2012,33,8,6,12,11916,231,-0.471159507673864,2,5
2012-08-19,2012,33,8,6,12,11917,232,-0.48627270710869,2,5
2012-08-20,2012,34,8,6,12,11918,233,-0.501241813445776,2,4
2012-08-21,2012,34,8,6,12,11919,234,-0.516062391015853,2,5
2012-08-22,2012,34,8,6,12,11920,235,-0.530730048161933,2,6
2012-08-23,2012,34,8,6,12,11921,236,-0.545240438540651,2,5
2012-08-24,2012,34,8,6,12,11922,237,-0.559589262410176,2,5
2012-08-25,2012,34,8,6,12,11923,238,-0.573772267904324,2,6
2012-08-26,2012,34,8,6,12,11924,239,-0.587785252292473,2,6
2012-08-27,2012,35,8,6,12,11925,240,-0.601624063224923,1,4
2012-08-28,2012,35,8,6,12,11926,241,-0.615284599963328,1,4
2012-08-29,2012,35,8,6,12,11927,242,-0.628762814595835,1,5
2012-08-30,2012,35,8,6,12,11928,243,-0.642054713236564,1,4
2012-08-31,2012,35,8,6,12,11929,244,-0.655156357209085,1,3
2012-09-01,2012,35,9,6,12,11930,245,-0.668063864213533,1,3
2012-09-02,2012,35,9,6,12,11931,246,-0.680773409477016,1,2
2012-09-03,2012,36,9,6,12,11932,247,-0.693281226886977,1,2
2012-09-04,2012,36,9,6,12,11933,248,-0.705583610107177,1,1
2012-09-05,2012,36,9,6,12,11934,249,-0.717676913675962,1,2
2012-09-06,2012,36,9,6,12,11935,250,-0.729557554086488,1,5
2012-09-07,2012,36,9,6,12,11936,251,-0.741222010848596,1,3
2012-09-08,2012,36,9,6,12,11937,252,-0.752666827532008,1,3
2012-09-09,2012,36,9,6,12,11938,253,-0.763888612790543,1,2
2012-09-10,2012,37,9,6,12,11939,254,-0.774884041367041,1,1
2012-09-11,2012,37,9,6,12,11940,255,-0.785649855078714,1,3
2012-09-12,2012,37,9,6,12,11941,256,-0.796182863782615,1,3
2012-09-13,2012,37,9,6,12,11942,257,-0.806479946320945,1,2
2012-09-14,2012,37,9,6,12,11943,258,-0.816538051445916,1,2
2012-09-15,2012,37,9,6,12,11944,259,-0.826354198723909,1,1
2012-09-16,2012,37,9,6,12,11945,260,-0.835925479418637,1,1
2012-09-17,2012,38,9,6,12,11946,261,-0.845249057353063,1,3
2012-09-18,2012,38,9,6,12,11947,262,-0.854322169749827,1,3
2012-09-19,2012,38,9,6,12,11948,263,-0.863142128049912,1,2
2012-09-20,2012,38,9,6,12,11949,264,-0.871706318709322,1,3
2012-09-21,2012,38,9,6,12,11950,265,-0.880012203973536,1,5
2012-09-22,2012,38,9,6,12,11951,266,-0.888057322629493,1,4
2012-09-23,2012,38,9,6,12,11952,267,-0.895839290734909,1,3
2012-09-24,2012,39,9,6,12,11953,268,-0.903355802324684,1,3
2012-09-25,2012,39,9,6,12,11954,269,-0.910604630094216,1,3
2012-09-26,2012,39,9,6,12,11955,270,-0.917583626059393,1,4
2012-09-27,2012,39,9,6,12,11956,271,-0.924290722193093,1,6
2012-09-28,2012,39,9,6,12,11957,272,-0.930723931037979,1,4
2012-09-29,2012,39,9,6,12,11958,273,-0.936881346295431,1,3
2012-09-30,2012,39,9,6,12,11959,274,-0.942761143390421,1,3
2012-10-01,2012,40,10,6,12,11960,275,-0.948361580012172,1,4
2012-10-02,2012,40,10,6,12,11961,276,-0.953680996630445,1,4
2012-10-03,2012,40,10,6,12,11962,277,-0.958717816987296,1,4
2012-10-04,2012,40,10,6,12,11963,278,-0.963470548564149,1,3
2012-10-05,2012,40,10,6,12,11964,279,-0.967937783024064,1,4
2012-10-06,2012,40,10,6,12,11965,280,-0.972118196629061,1,4
2012-10-07,2012,40,10,6,12,11966,281,-0.976010550632368,1,2
2012-10-08,2012,41,10,6,12,11967,282,-0.97961369164549,1,2
2012-10-09,2012,41,10,6,12,11968,283,-0.982926551979982,1,3
2012-10-10,2012,41,10,6,12,11969,284,-0.98594814996383,1,2
2012-10-11,2012,41,10,6,12,11970,285,-0.98867759023234,1,4
2012-10-12,2012,41,10,6,12,11971,286,-0.991114063993455,1,5
2012-10-13,2012,41,10,6,12,11972,287,-0.993256849267414,1,5
2012-10-14,2012,41,10,6,12,11973,288,-0.995105311100697,1,3
2012-10-15,2012,42,10,6,12,11974,289,-0.99665890175417,1,4
2012-10-16,2012,42,10,6,12,11975,290,-0.997917160865392,1,3
2012-10-17,2012,42,10,6,12,11976,291,-0.998879715585034,1,3
2012-10-18,2012,42,10,6,12,11977,292,-0.999546280687357,1,2
2012-10-19,2012,42,10,6,12,11978,293,-0.999916658654738,1,5
2012-10-20,2012,42,10,6,12,11979,294,-0.99999073973619,1,4
2012-10-21,2012,42,10,6,12,11980,295,-0.999768501979891,1,4
2012-10-22,2012,43,10,6,12,11981,296,-0.999250011239683,1,2
2012-10-23,2012,43,10,6,12,11982,297,-0.998435421155564,1,3
2012-10-24,2012,43,10,6,12,11983,298,-0.997324973108156,1,4
2012-10-25,2012,43,10,6,12,11984,299,-0.995918996147179,1,3
2012-10-26,2012,43,10,6,12,11985,300,-0.994217906893952,1,3
2012-10-27,2012,43,10,6,12,11986,301,-0.992222209417932,1,3
2012-10-28,2012,43,10,6,12,11987,302,-0.989932495087353,1,3
2012-10-29,2012,44,10,6,12,11988,303,-0.987349442393986,1,3
2012-10-30,2012,44,10,6,12,11989,304,-0.984473816752092,1,2
2012-10-31,2012,44,10,6,12,11990,305,-0.981306470271609,1,5
2012-11-01,2012,44,11,6,12,11991,306,-0.977848341505657,1,3
2012-11-02,2012,44,11,6,12,11992,307,-0.974100455172421,1,3
2012-11-03,2012,44,11,6,12,11993,308,-0.970063921851507,1,3
2012-11-04,2012,44,11,6,12,11994,309,-0.965739937654855,1,3
2012-11-05,2012,45,11,6,12,11995,310,-0.961129783872301,1,3
2012-11-06,2012,45,11,6,12,11996,311,-0.956234826591906,1,2
2012-11-07,2012,45,11,6,12,11997,312,-0.951056516295154,1,2
2012-11-08,2012,45,11,6,12,11998,313,-0.945596387427143,1,2
2012-11-09,2012,45,11,6,12,11999,314,-0.939856057941895,1,2
2012-11-10,2012,45,11,6,12,12000,315,-0.933837228822925,1,4
2012-11-11,2012,45,11,6,12,12001,316,-0.927541683579197,1,4
2012-11-12,2012,46,11,6,12,12002,317,-0.920971287716635,1,4
2012-11-13,2012,46,11,6,12,12003,318,-0.914127988185334,1,2
2012-11-14,2012,46,11,6,12,12004,319,-0.907013812802636,1,3
2012-11-15,2012,46,11,6,12,12005,320,-0.899630869652243,1,3
2012-11-16,2012,46,11,6,12,12006,321,-0.891981346459549,1,2
2012-11-17,2012,46,11,6,12,12007,322,-0.884067509943364,1,2
2012-11-18,2012,46,11,6,12,12008,323,-0.875891705144243,1,4
2012-11-19,2012,47,11,6,12,12009,324,-0.867456354729597,1,2
2012-11-20,2012,47,11,6,12,12010,325,-0.858763958275803,1,5
2012-11-21,2012,47,11,6,12,12011,326,-0.849817091527528,1,6
2012-11-22,2012,47,11,6,12,12012,327,-0.840618405634478,1,5
2012-11-23,2012,47,11,6,12,12013,328,-0.831170626365808,1,6
2012-11-24,2012,47,11,6,12,12014,329,-0.821476553302415,1,5
2012-11-25,2012,47,11,6,12,12015,330,-0.811539059007361,1,4
2012-11-26,2012,48,11,6,12,12016,331,-0.801361088174677,1,2
2012-11-27,2012,48,11,6,12,12017,332,-0.790945656756778,1,5
2012-11-28,2012,48,11,6,12,12018,333,-0.780295851070776,1,5
2012-11-29,2012,48,11,6,12,12019,334,-0.769414826883938,1,4
2012-11-30,2012,48,11,6,12,12020,335,-0.758305808478563,1,3
2012-12-01,2012,48,12,6,12,12021,336,-0.746972087696555,1,3
2012-12-02,2012,48,12,6,12,12022,337,-0.735417022963986,1,2
2012-12-03,2012,49,12,6,12,12023,338,-0.723644038295912,1,4
2012-12-04,2012,49,12,6,12,12024,339,-0.711656622281775,1,4
2012-12-05,2012,49,12,6,12,12025,340,-0.699458327051647,1,7
2012-12-06,2012,49,12,6,12,12026,341,-0.687052767223667,1,6
2012-12-07,2012,49,12,6,12,12027,342,-0.674443618832946,1,5
2012-12-08,2012,49,12,6,12,12028,343,-0.661634618242279,1,4
2012-12-09,2012,49,12,6,12,12029,344,-0.648629561034982,1,4
2012-12-10,2012,50,12,6,12,12030,345,-0.635432300890178,1,4
2012-12-11,2012,50,12,6,12,12031,346,-0.622046748440868,1,3
2012-12-12,2012,50,12,6,12,12032,347,-0.608476870115126,1,2
2012-12-13,2012,50,12,6,12,12033,348,-0.594726686960764,2,2
2012-12-14,2012,50,12,6,12,12034,349,-0.580800273453801,2,3
2012-12-15,2012,50,12,6,12,12035,350,-0.566701756291118,2,5
2012-12-16,2012,50,12,6,12,12036,351,-0.55243531316762,2,4
2012-12-17,2012,51,12,6,12,12037,352,-0.538005171538299,2,6
2012-12-18,2012,51,12,6,12,12038,353,-0.52341560736555,2,7
2012-12-19,2012,51,12,6,12,12039,354,-0.508670943852104,2,8
2012-12-20,2012,51,12,6,12,12040,355,-0.493775550159977,2,7
2012-12-21,2012,51,12,6,12,12041,356,-0.478733840115788,2,6
2012-12-22,2012,51,12,6,12,12042,357,-0.463550270902851,2,4
2012-12-23,2012,51,12,6,12,12043,358,-0.448229341740411,2,4
2012-12-24,2012,52,12,6,12,12044,359,-0.432775592550432,2,5
2012-12-25,2012,52,12,6,12,12045,360,-0.417193602612317,2,6
2012-12-26,2012,52,12,6,12,12046,361,-0.401487989205974,2,7
2012-12-27,2012,52,12,6,12,12047,362,-0.385663406243607,2,5
2012-12-28,2012,52,12,6,12,12048,363,-0.369724542890673,2,4
2012-12-29,2012,52,12,6,12,12049,364,-0.353676122176372,2,3
2012-12-30,2012,52,12,6,12,12050,365,-0.337522899594114,2,3
2012-12-31,2013,1,12,6,13,12051,366,-0.321269661692365,3,9
2013-01-01,2013,1,1,6,13,12052,1,-0.321269661692364,3,12
2013-01-02,2013,1,1,6,13,12053,2,-0.304921224656289,3,8
2013-01-03,2013,1,1,6,13,12054,3,-0.288482432880609,3,10
2013-01-04,2013,1,1,6,13,12055,4,-0.271958157534106,3,9
2013-01-05,2013,1,1,6,13,12056,5,-0.255353295116187,3,9
2013-01-06,2013,1,1,6,13,12057,6,-0.23867276600595,3,8
2013-01-07,2013,2,1,6,13,12058,7,-0.221921513004166,3,7
2013-01-08,2013,2,1,6,13,12059,8,-0.205104499868619,3,8
2013-01-09,2013,2,1,6,13,12060,9,-0.188226709843244,3,9
2013-01-10,2013,2,1,6,13,12061,10,-0.171293144181478,3,11
2013-01-11,2013,2,1,6,13,12062,11,-0.154308820664281,3,11
2013-01-12,2013,2,1,6,13,12063,12,-0.137278772113265,3,10
2013-01-13,2013,2,1,6,13,12064,13,-0.120208044899353,3,8
2013-01-14,2013,3,1,6,13,12065,14,-0.103101697447435,3,7
2013-01-15,2013,3,1,6,13,12066,15,-0.0859647987374465,4,10
2013-01-16,2013,3,1,6,13,12067,16,-0.0688024268023199,4,12
2013-01-17,2013,3,1,6,13,12068,17,-0.0516196672232538,4,14
2013-01-18,2013,3,1,6,13,12069,18,-0.0344216116227457,4,14
2013-01-19,2013,3,1,6,13,12070,19,-0.0172133561558347,4,16
2013-01-20,2013,3,1,6,13,12071,20,0,4,20
2013-01-21,2013,4,1,6,13,12072,21,0.0172133561558347,4,16
2013-01-22,2013,4,1,6,13,12073,22,0.0344216116227457,4,13
2013-01-23,2013,4,1,6,13,12074,23,0.0516196672232538,4,11
2013-01-24,2013,4,1,6,13,12075,24,0.0688024268023199,4,11
2013-01-25,2013,4,1,6,13,12076,25,0.0859647987374465,5,12
2013-01-26,2013,4,1,6,13,12077,26,0.103101697447435,5,11
2013-01-27,2013,4,1,6,13,12078,27,0.120208044899353,5,13
2013-01-28,2013,5,1,6,13,12079,28,0.137278772113265,5,15
2013-01-29,2013,5,1,6,13,12080,29,0.154308820664281,5,12
2013-01-30,2013,5,1,6,13,12081,30,0.171293144181478,5,14
2013-01-31,2013,5,1,6,13,12082,31,0.188226709843244,5,13
2013-02-01,2013,5,2,6,13,12083,32,0.205104499868619,6,17
2013-02-02,2013,5,2,6,13,12084,33,0.221921513004166,6,18
2013-02-03,2013,5,2,6,13,12085,34,0.23867276600595,6,19
2013-02-04,2013,6,2,6,13,12086,35,0.255353295116187,6,20
2013-02-05,2013,6,2,6,13,12087,36,0.271958157534106,6,19
2013-02-06,2013,6,2,6,13,12088,37,0.288482432880609,6,20
2013-02-07,2013,6,2,6,13,12089,38,0.304921224656289,6,22
2013-02-08,2013,6,2,6,13,12090,39,0.321269661692364,7,22
2013-02-09,2013,6,2,6,13,12091,40,0.337522899594113,7,24
2013-02-10,2013,6,2,6,13,12092,41,0.353676122176372,7,28
2013-02-11,2013,7,2,6,13,12093,42,0.369724542890673,7,23
2013-02-12,2013,7,2,6,13,12094,43,0.385663406243607,7,24
2013-02-13,2013,7,2,6,13,12095,44,0.401487989205973,7,26
2013-02-14,2013,7,2,6,13,12096,45,0.417193602612317,8,28
2013-02-15,2013,7,2,6,13,12097,46,0.432775592550431,8,27
2013-02-16,2013,7,2,6,13,12098,47,0.448229341740411,8,26
2013-02-17,2013,7,2,6,13,12099,48,0.463550270902851,8,30
2013-02-18,2013,8,2,6,13,12100,49,0.478733840115789,8,25
2013-02-19,2013,8,2,6,13,12101,50,0.493775550159977,9,31
2013-02-20,2013,8,2,6,13,12102,51,0.508670943852104,9,24
2013-02-21,2013,8,2,6,13,12103,52,0.52341560736555,9,25
2013-02-22,2013,8,2,6,13,12104,53,0.5380051715383,9,32
2013-02-23,2013,8,2,6,13,12105,54,0.55243531316762,9,32
2013-02-24,2013,8,2,6,13,12106,55,0.566701756291118,9,30
2013-02-25,2013,9,2,6,13,12107,56,0.580800273453801,10,26
2013-02-26,2013,9,2,6,13,12108,57,0.594726686960763,10,32
2013-02-27,2013,9,2,6,13,12109,58,0.608476870115126,10,30
2013-02-28,2013,9,2,6,13,12110,59,0.622046748440868,10,27
2013-03-01,2013,9,3,6,13,12111,60,0.635432300890177,11,32
2013-03-02,2013,9,3,6,13,12112,61,0.648629561034981,11,33
2013-03-03,2013,9,3,6,13,12113,62,0.661634618242278,11,30
2013-03-04,2013,10,3,6,13,12114,63,0.674443618832946,11,31
2013-03-05,2013,10,3,6,13,12115,64,0.687052767223667,11,34
2013-03-06,2013,10,3,6,13,12116,65,0.699458327051647,12,33
2013-03-07,2013,10,3,6,13,12117,66,0.711656622281775,12,37
2013-03-08,2013,10,3,6,13,12118,67,0.723644038295912,12,33
2013-03-09,2013,10,3,6,13,12119,68,0.735417022963986,12,39
2013-03-10,2013,10,3,6,13,12120,69,0.746972087696555,12,35
