date,fylke,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2013-10-15,1,5,2013,42,10,Autumn,0,13,1384,13,36
2013-10-16,1,3,2013,42,10,Autumn,0,13,1385,13,35
2013-10-17,1,6,2013,42,10,Autumn,0,13,1386,13,33
2013-10-18,1,3,2013,42,10,Autumn,0,13,1387,13,29
2013-10-19,1,5,2013,42,10,Autumn,0,13,1388,13,28
2013-10-20,1,5,2013,42,10,Autumn,0,13,1389,13,24
2013-10-21,1,4,2013,43,10,Autumn,0,13,1390,13,33
2013-10-22,1,6,2013,43,10,Autumn,0,13,1391,13,30
2013-10-23,1,6,2013,43,10,Autumn,0,13,1392,13,33
2013-10-24,1,3,2013,43,10,Autumn,0,13,1393,13,34
2013-10-25,1,4,2013,43,10,Autumn,0,13,1394,13,28
2013-10-26,1,4,2013,43,10,Autumn,0,13,1395,13,26
2013-10-27,1,10,2013,43,10,Autumn,0,13,1396,13,26
2013-10-28,1,3,2013,44,10,Autumn,0,13,1397,13,28
2013-10-29,1,2,2013,44,10,Autumn,0,13,1398,13,28
2013-10-30,1,6,2013,44,10,Autumn,0,13,1399,13,23
2013-10-31,1,9,2013,44,10,Autumn,0,13,1400,13,25
2013-11-01,1,6,2013,44,11,Autumn,0,13,1401,13,30
2013-11-02,1,0,2013,44,11,Autumn,0,13,1402,13,23
2013-11-03,1,4,2013,44,11,Autumn,0,13,1403,13,26
2013-11-04,1,3,2013,45,11,Autumn,0,13,1404,13,31
2013-11-05,1,7,2013,45,11,Autumn,0,13,1405,13,30
2013-11-06,1,4,2013,45,11,Autumn,0,13,1406,13,30
2013-11-07,1,3,2013,45,11,Autumn,0,13,1407,13,32
2013-11-08,1,4,2013,45,11,Autumn,0,13,1408,13,32
2013-11-09,1,6,2013,45,11,Autumn,0,13,1409,13,31
2013-11-10,1,8,2013,45,11,Autumn,0,13,1410,13,33
2013-11-11,1,4,2013,46,11,Autumn,0,13,1411,13,30
2013-11-12,1,5,2013,46,11,Autumn,0,13,1412,13,24
2013-11-13,1,4,2013,46,11,Autumn,0,13,1413,13,22
2013-11-14,1,5,2013,46,11,Autumn,0,13,1414,13,24
2013-11-15,1,5,2013,46,11,Autumn,0,13,1415,13,25
2013-11-16,1,4,2013,46,11,Autumn,0,13,1416,13,30
2013-11-17,1,2,2013,46,11,Autumn,0,13,1417,13,27
2013-11-18,1,8,2013,47,11,Autumn,0,13,1418,13,26
2013-11-19,1,4,2013,47,11,Autumn,0,13,1419,13,29
2013-11-20,1,4,2013,47,11,Autumn,0,13,1420,13,32
2013-11-21,1,3,2013,47,11,Autumn,0,13,1421,13,30
2013-11-22,1,6,2013,47,11,Autumn,0,13,1422,13,30
2013-11-23,1,4,2013,47,11,Autumn,0,13,1423,13,34
2013-11-24,1,5,2013,47,11,Autumn,0,13,1424,13,35
2013-11-25,1,5,2013,48,11,Autumn,0,13,1425,13,30
2013-11-26,1,1,2013,48,11,Autumn,0,13,1426,13,28
2013-11-27,1,6,2013,48,11,Autumn,0,13,1427,13,25
2013-11-28,1,7,2013,48,11,Autumn,0,13,1428,13,24
2013-11-29,1,8,2013,48,11,Autumn,0,13,1429,13,24
2013-11-30,1,3,2013,48,11,Autumn,0,13,1430,13,25
2013-12-01,1,5,2013,48,12,Winter,0,13,1431,13,26
2013-12-02,1,1,2013,49,12,Winter,0,13,1432,13,29
2013-12-03,1,7,2013,49,12,Winter,0,13,1433,13,26
2013-12-04,1,5,2013,49,12,Winter,0,13,1434,13,33
2013-12-05,1,3,2013,49,12,Winter,0,13,1435,13,31
2013-12-06,1,4,2013,49,12,Winter,0,13,1436,13,29
2013-12-07,1,2,2013,49,12,Winter,0,13,1437,13,28
2013-12-08,1,6,2013,49,12,Winter,0,13,1438,13,25
2013-12-09,1,4,2013,50,12,Winter,0,13,1439,13,27
2013-12-10,1,7,2013,50,12,Winter,0,13,1440,13,25
2013-12-11,1,8,2013,50,12,Winter,0,13,1441,13,23
2013-12-12,1,5,2013,50,12,Winter,0,13,1442,13,21
2013-12-13,1,8,2013,50,12,Winter,0,13,1443,13,24
2013-12-14,1,2,2013,50,12,Winter,0,13,1444,13,30
2013-12-15,1,6,2013,50,12,Winter,0,13,1445,13,31
2013-12-16,1,2,2013,51,12,Winter,0,13,1446,13,29
2013-12-17,1,5,2013,51,12,Winter,0,13,1447,13,28
2013-12-18,1,6,2013,51,12,Winter,0,13,1448,13,29
2013-12-19,1,4,2013,51,12,Winter,0,13,1449,13,33
2013-12-20,1,11,2013,51,12,Winter,0,13,1450,13,29
2013-12-21,1,1,2013,51,12,Winter,0,13,1451,13,28
2013-12-22,1,6,2013,51,12,Winter,0,13,1452,13,26
2013-12-23,1,6,2013,52,12,Winter,0,13,1453,13,30
2013-12-24,1,5,2013,52,12,Winter,0,13,1454,13,29
2013-12-25,1,9,2013,52,12,Winter,0,13,1455,13,26
2013-12-26,1,2,2013,52,12,Winter,0,13,1456,13,25
2013-12-27,1,5,2013,52,12,Winter,0,13,1457,13,20
2013-12-28,1,3,2013,52,12,Winter,0,13,1458,13,17
2013-12-29,1,11,2013,52,12,Winter,0,13,1459,13,17
2013-12-30,1,4,2014,1,12,Winter,0,14,1460,16,19
2013-12-31,1,4,2014,1,12,Winter,0,14,1461,16,23
2014-01-01,1,5,2014,1,1,Winter,0,14,1462,16,19
2014-01-02,1,5,2014,1,1,Winter,0,14,1463,16,28
2014-01-03,1,4,2014,1,1,Winter,0,14,1464,16,41
2014-01-04,1,7,2014,1,1,Winter,0,14,1465,16,32
2014-01-05,1,5,2014,1,1,Winter,0,14,1466,16,27
2014-01-06,1,4,2014,2,1,Winter,0,14,1467,16,31
2014-01-07,1,2,2014,2,1,Winter,0,14,1468,16,33
2014-01-08,1,5,2014,2,1,Winter,0,14,1469,16,30
2014-01-09,1,8,2014,2,1,Winter,0,14,1470,16,30
2014-01-10,1,3,2014,2,1,Winter,0,14,1471,16,33
2014-01-11,1,6,2014,2,1,Winter,0,14,1472,16,31
2014-01-12,1,2,2014,2,1,Winter,0,14,1473,16,27
2014-01-13,1,9,2014,3,1,Winter,0,14,1474,16,31
2014-01-14,1,3,2014,3,1,Winter,0,14,1475,16,27
2014-01-15,1,4,2014,3,1,Winter,0,14,1476,16,29
2014-01-16,1,9,2014,3,1,Winter,0,14,1477,16,28
2014-01-17,1,5,2014,3,1,Winter,0,14,1478,16,37
2014-01-18,1,7,2014,3,1,Winter,0,14,1479,16,40
2014-01-19,1,3,2014,3,1,Winter,0,14,1480,16,34
2014-01-20,1,7,2014,4,1,Winter,0,14,1481,16,34
2014-01-21,1,3,2014,4,1,Winter,0,14,1482,16,30
2014-01-22,1,6,2014,4,1,Winter,0,14,1483,16,32
2014-01-23,1,7,2014,4,1,Winter,0,14,1484,16,28
2014-01-24,1,3,2014,4,1,Winter,0,14,1485,16,34
2014-01-25,1,7,2014,4,1,Winter,0,14,1486,16,32
2014-01-26,1,6,2014,4,1,Winter,0,14,1487,16,27
2014-01-27,1,5,2014,5,1,Winter,0,14,1488,16,27
2014-01-28,1,10,2014,5,1,Winter,0,14,1489,16,35
2014-01-29,1,3,2014,5,1,Winter,0,14,1490,16,34
2014-01-30,1,3,2014,5,1,Winter,0,14,1491,16,33
2014-01-31,1,4,2014,5,1,Winter,0,14,1492,16,32
2014-02-01,1,11,2014,5,2,Winter,0,14,1493,16,28
2014-02-02,1,5,2014,5,2,Winter,0,14,1494,16,39
2014-02-03,1,4,2014,6,2,Winter,0,14,1495,16,37
2014-02-04,1,5,2014,6,2,Winter,0,14,1496,16,31
2014-02-05,1,7,2014,6,2,Winter,0,14,1497,16,37
2014-02-06,1,3,2014,6,2,Winter,0,14,1498,16,40
2014-02-07,1,6,2014,6,2,Winter,0,14,1499,16,33
2014-02-08,1,6,2014,6,2,Winter,0,14,1500,16,31
2014-02-09,1,4,2014,6,2,Winter,0,14,1501,16,33
2014-02-10,1,1,2014,7,2,Winter,0,14,1502,16,32
2014-02-11,1,6,2014,7,2,Winter,0,14,1503,16,37
2014-02-12,1,7,2014,7,2,Winter,0,14,1504,16,31
2014-02-13,1,7,2014,7,2,Winter,0,14,1505,16,34
2014-02-14,1,5,2014,7,2,Winter,0,14,1506,16,31
2014-02-15,1,7,2014,7,2,Winter,0,14,1507,16,29
2014-02-16,1,5,2014,7,2,Winter,0,14,1508,16,23
2014-02-17,1,3,2014,8,2,Winter,0,14,1509,16,31
2014-02-18,1,7,2014,8,2,Winter,0,14,1510,16,29
2014-02-19,1,4,2014,8,2,Winter,0,14,1511,16,32
2014-02-20,1,6,2014,8,2,Winter,0,14,1512,16,38
2014-02-21,1,7,2014,8,2,Winter,0,14,1513,16,28
2014-02-22,1,6,2014,8,2,Winter,0,14,1514,16,34
2014-02-23,1,5,2014,8,2,Winter,0,14,1515,16,31
2014-02-24,1,5,2014,9,2,Winter,0,14,1516,16,38
2014-02-25,1,4,2014,9,2,Winter,0,14,1517,16,33
2014-02-26,1,7,2014,9,2,Winter,0,14,1518,16,33
2014-02-27,1,6,2014,9,2,Winter,0,14,1519,16,39
2014-02-28,1,2,2014,9,2,Winter,0,14,1520,16,32
2014-03-01,1,3,2014,9,3,Spring,1,14,1521,45,68
2014-03-02,1,5,2014,9,3,Spring,1,14,1522,45,80
2014-03-03,1,4,2014,10,3,Spring,1,14,1523,45,87
2014-03-04,1,4,2014,10,3,Spring,1,14,1524,45,99
2014-03-05,1,4,2014,10,3,Spring,1,14,1525,45,94
2014-03-06,1,12,2014,10,3,Spring,1,14,1526,45,84
2014-03-07,1,5,2014,10,3,Spring,1,14,1527,45,87
2014-03-08,1,4,2014,10,3,Spring,1,14,1528,45,90
2014-03-09,1,2,2014,10,3,Spring,1,14,1529,45,93
2014-03-10,1,8,2014,11,3,Spring,1,14,1530,45,99
2014-03-11,1,2,2014,11,3,Spring,1,14,1531,45,94
2014-03-12,1,5,2014,11,3,Spring,1,14,1532,45,88
2014-03-13,1,6,2014,11,3,Spring,1,14,1533,45,83
2014-03-14,1,7,2014,11,3,Spring,1,14,1534,45,79
2014-03-15,1,5,2014,11,3,Spring,1,14,1535,45,84
2014-03-16,1,7,2014,11,3,Spring,1,14,1536,45,82
2014-03-17,1,8,2014,12,3,Spring,1,14,1537,45,87
2014-03-18,1,5,2014,12,3,Spring,1,14,1538,45,103
2014-03-19,1,3,2014,12,3,Spring,1,14,1539,45,92
2014-03-20,1,6,2014,12,3,Spring,1,14,1540,45,94
2014-03-21,1,5,2014,12,3,Spring,1,14,1541,45,92
2014-03-22,1,8,2014,12,3,Spring,1,14,1542,45,84
2014-03-23,1,10,2014,12,3,Spring,1,14,1543,45,78
2014-03-24,1,9,2014,13,3,Spring,1,14,1544,45,81
2014-03-25,1,5,2014,13,3,Spring,1,14,1545,45,78
2014-03-26,1,5,2014,13,3,Spring,1,14,1546,45,83
2014-03-27,1,1,2014,13,3,Spring,1,14,1547,45,85
2014-03-28,1,7,2014,13,3,Spring,1,14,1548,45,80
2014-03-29,1,2,2014,13,3,Spring,1,14,1549,45,88
2014-03-30,1,4,2014,13,3,Spring,1,14,1550,45,90
2014-03-31,1,4,2014,14,3,Spring,1,14,1551,45,100
2014-04-01,1,4,2014,14,4,Spring,1,14,1552,45,99
2014-04-02,1,5,2014,14,4,Spring,1,14,1553,45,97
2014-04-03,1,5,2014,14,4,Spring,1,14,1554,45,89
2014-04-04,1,5,2014,14,4,Spring,1,14,1555,45,81
2014-04-05,1,6,2014,14,4,Spring,1,14,1556,45,99
2014-04-06,1,4,2014,14,4,Spring,1,14,1557,45,98
2014-04-07,1,7,2014,15,4,Spring,1,14,1558,45,96
2014-04-08,1,8,2014,15,4,Spring,1,14,1559,45,84
2014-04-09,1,5,2014,15,4,Spring,1,14,1560,45,73
2014-04-10,1,6,2014,15,4,Spring,1,14,1561,45,80
2014-04-11,1,3,2014,15,4,Spring,1,14,1562,45,72
2014-04-12,1,5,2014,15,4,Spring,1,14,1563,45,76
2014-04-13,1,3,2014,15,4,Spring,1,14,1564,45,74
2014-04-14,1,5,2014,16,4,Spring,1,14,1565,45,79
2014-04-15,1,6,2014,16,4,Spring,1,14,1566,45,94
2014-04-16,1,4,2014,16,4,Spring,1,14,1567,45,88
2014-04-17,1,6,2014,16,4,Spring,1,14,1568,45,83
2014-04-18,1,3,2014,16,4,Spring,1,14,1569,45,76
2014-04-19,1,4,2014,16,4,Spring,1,14,1570,45,78
2014-04-20,1,7,2014,16,4,Spring,1,14,1571,45,77
2014-04-21,1,4,2014,17,4,Spring,1,14,1572,45,84
2014-04-22,1,3,2014,17,4,Spring,1,14,1573,45,86
2014-04-23,1,6,2014,17,4,Spring,1,14,1574,45,84
2014-04-24,1,3,2014,17,4,Spring,1,14,1575,45,91
2014-04-25,1,7,2014,17,4,Spring,1,14,1576,45,85
2014-04-26,1,11,2014,17,4,Spring,1,14,1577,45,89
2014-04-27,1,2,2014,17,4,Spring,1,14,1578,45,94
2014-04-28,1,3,2014,18,4,Spring,1,14,1579,45,96
2014-04-29,1,2,2014,18,4,Spring,1,14,1580,45,100
2014-04-30,1,6,2014,18,4,Spring,1,14,1581,45,96
2014-05-01,1,7,2014,18,5,Spring,1,14,1582,45,92
2014-05-02,1,2,2014,18,5,Spring,1,14,1583,45,97
2014-05-03,1,4,2014,18,5,Spring,1,14,1584,45,89
2014-05-04,1,8,2014,18,5,Spring,1,14,1585,45,103
2014-05-05,1,7,2014,19,5,Spring,1,14,1586,45,85
2014-05-06,1,3,2014,19,5,Spring,1,14,1587,45,97
2014-05-07,1,8,2014,19,5,Spring,1,14,1588,45,91
2014-05-08,1,4,2014,19,5,Spring,1,14,1589,45,95
2014-05-09,1,4,2014,19,5,Spring,1,14,1590,45,83
2014-05-10,1,5,2014,19,5,Spring,1,14,1591,45,82
2014-05-11,1,6,2014,19,5,Spring,1,14,1592,45,90
2014-05-12,1,3,2014,20,5,Spring,1,14,1593,45,89
2014-05-13,1,6,2014,20,5,Spring,1,14,1594,45,85
2014-05-14,1,2,2014,20,5,Spring,1,14,1595,45,100
2014-05-15,1,10,2014,20,5,Spring,1,14,1596,45,85
2014-05-16,1,4,2014,20,5,Spring,1,14,1597,45,80
2014-05-17,1,2,2014,20,5,Spring,1,14,1598,45,84
2014-05-18,1,3,2014,20,5,Spring,1,14,1599,45,82
2014-05-19,1,2,2014,21,5,Spring,1,14,1600,45,87
2014-05-20,1,4,2014,21,5,Spring,1,14,1601,45,88
2014-05-21,1,3,2014,21,5,Spring,1,14,1602,45,79
2014-05-22,1,7,2014,21,5,Spring,1,14,1603,45,84
2014-05-23,1,8,2014,21,5,Spring,1,14,1604,45,92
2014-05-24,1,2,2014,21,5,Spring,1,14,1605,45,97
2014-05-25,1,4,2014,21,5,Spring,1,14,1606,45,95
2014-05-26,1,5,2014,22,5,Spring,1,14,1607,45,90
2014-05-27,1,6,2014,22,5,Spring,1,14,1608,45,99
2014-05-28,1,2,2014,22,5,Spring,1,14,1609,45,93
2014-05-29,1,2,2014,22,5,Spring,1,14,1610,45,107
2014-05-30,1,5,2014,22,5,Spring,1,14,1611,45,91
2014-05-31,1,3,2014,22,5,Spring,1,14,1612,45,84
2014-06-01,1,6,2014,22,6,Summer,2,14,1613,122,156
2014-06-02,1,5,2014,23,6,Summer,2,14,1614,122,191
2014-06-03,1,4,2014,23,6,Summer,2,14,1615,122,217
2014-06-04,1,1,2014,23,6,Summer,2,14,1616,122,232
2014-06-05,1,5,2014,23,6,Summer,2,14,1617,122,241
2014-06-06,1,5,2014,23,6,Summer,2,14,1618,122,245
2014-06-07,1,4,2014,23,6,Summer,2,14,1619,122,262
2014-06-08,1,5,2014,23,6,Summer,2,14,1620,122,272
2014-06-09,1,7,2014,24,6,Summer,2,14,1621,122,267
2014-06-10,1,5,2014,24,6,Summer,2,14,1622,122,262
2014-06-11,1,5,2014,24,6,Summer,2,14,1623,122,265
2014-06-12,1,6,2014,24,6,Summer,2,14,1624,122,247
2014-06-13,1,4,2014,24,6,Summer,2,14,1625,122,249
2014-06-14,1,5,2014,24,6,Summer,2,14,1626,122,250
2014-06-15,1,6,2014,24,6,Summer,2,14,1627,122,248
2014-06-16,1,4,2014,25,6,Summer,2,14,1628,122,245
2014-06-17,1,5,2014,25,6,Summer,2,14,1629,122,246
2014-06-18,1,6,2014,25,6,Summer,2,14,1630,122,254
2014-06-19,1,9,2014,25,6,Summer,2,14,1631,122,243
2014-06-20,1,5,2014,25,6,Summer,2,14,1632,122,231
2014-06-21,1,3,2014,25,6,Summer,2,14,1633,122,244
2014-06-22,1,9,2014,25,6,Summer,2,14,1634,122,230
2014-06-23,1,2,2014,26,6,Summer,2,14,1635,122,229
2014-06-24,1,7,2014,26,6,Summer,2,14,1636,122,252
2014-06-25,1,4,2014,26,6,Summer,2,14,1637,122,232
2014-06-26,1,4,2014,26,6,Summer,2,14,1638,122,231
2014-06-27,1,1,2014,26,6,Summer,2,14,1639,122,239
2014-06-28,1,3,2014,26,6,Summer,2,14,1640,122,263
2014-06-29,1,4,2014,26,6,Summer,2,14,1641,122,273
2014-06-30,1,5,2014,27,6,Summer,2,14,1642,122,258
2014-07-01,1,4,2014,27,7,Summer,2,14,1643,122,239
2014-07-02,1,7,2014,27,7,Summer,2,14,1644,122,241
2014-07-03,1,7,2014,27,7,Summer,2,14,1645,122,243
2014-07-04,1,3,2014,27,7,Summer,2,14,1646,122,237
2014-07-05,1,10,2014,27,7,Summer,2,14,1647,122,252
2014-07-06,1,3,2014,27,7,Summer,2,14,1648,122,248
2014-07-07,1,3,2014,28,7,Summer,2,14,1649,122,232
2014-07-08,1,11,2014,28,7,Summer,2,14,1650,122,227
2014-07-09,1,4,2014,28,7,Summer,2,14,1651,122,243
2014-07-10,1,6,2014,28,7,Summer,2,14,1652,122,253
2014-07-11,1,4,2014,28,7,Summer,2,14,1653,122,236
2014-07-12,1,9,2014,28,7,Summer,2,14,1654,122,248
2014-07-13,1,7,2014,28,7,Summer,2,14,1655,122,256
2014-07-14,1,3,2014,29,7,Summer,2,14,1656,122,252
2014-07-15,1,6,2014,29,7,Summer,2,14,1657,122,248
2014-07-16,1,6,2014,29,7,Summer,2,14,1658,122,281
2014-07-17,1,4,2014,29,7,Summer,2,14,1659,122,265
2014-07-18,1,8,2014,29,7,Summer,2,14,1660,122,228
2014-07-19,1,7,2014,29,7,Summer,2,14,1661,122,229
2014-07-20,1,6,2014,29,7,Summer,2,14,1662,122,250
2014-07-21,1,2,2014,30,7,Summer,2,14,1663,122,258
2014-07-22,1,8,2014,30,7,Summer,2,14,1664,122,246
2014-07-23,1,7,2014,30,7,Summer,2,14,1665,122,248
2014-07-24,1,13,2014,30,7,Summer,2,14,1666,122,247
2014-07-25,1,4,2014,30,7,Summer,2,14,1667,122,228
2014-07-26,1,7,2014,30,7,Summer,2,14,1668,122,237
2014-07-27,1,6,2014,30,7,Summer,2,14,1669,122,231
2014-07-28,1,2,2014,31,7,Summer,2,14,1670,122,234
2014-07-29,1,9,2014,31,7,Summer,2,14,1671,122,224
2014-07-30,1,6,2014,31,7,Summer,2,14,1672,122,220
2014-07-31,1,5,2014,31,7,Summer,2,14,1673,122,237
2014-08-01,1,3,2014,31,8,Summer,2,14,1674,122,214
2014-08-02,1,5,2014,31,8,Summer,2,14,1675,122,247
2014-08-03,1,2,2014,31,8,Summer,2,14,1676,122,240
2014-08-04,1,9,2014,32,8,Summer,2,14,1677,122,260
2014-08-05,1,4,2014,32,8,Summer,2,14,1678,122,269
2014-08-06,1,4,2014,32,8,Summer,2,14,1679,122,259
2014-08-07,1,8,2014,32,8,Summer,2,14,1680,122,240
2014-08-08,1,5,2014,32,8,Summer,2,14,1681,122,225
2014-08-09,1,5,2014,32,8,Summer,2,14,1682,122,227
2014-08-10,1,4,2014,32,8,Summer,2,14,1683,122,236
2014-08-11,1,5,2014,33,8,Summer,2,14,1684,122,216
2014-08-12,1,5,2014,33,8,Summer,2,14,1685,122,224
2014-08-13,1,4,2014,33,8,Summer,2,14,1686,122,232
2014-08-14,1,4,2014,33,8,Summer,2,14,1687,122,231
2014-08-15,1,3,2014,33,8,Summer,2,14,1688,122,239
2014-08-16,1,5,2014,33,8,Summer,2,14,1689,122,233
2014-08-17,1,3,2014,33,8,Summer,2,14,1690,122,246
2014-08-18,1,9,2014,34,8,Summer,2,14,1691,122,237
2014-08-19,1,1,2014,34,8,Summer,2,14,1692,122,247
2014-08-20,1,3,2014,34,8,Summer,2,14,1693,122,264
2014-08-21,1,5,2014,34,8,Summer,2,14,1694,122,261
2014-08-22,1,5,2014,34,8,Summer,2,14,1695,122,249
2014-08-23,1,3,2014,34,8,Summer,2,14,1696,122,257
2014-08-24,1,1,2014,34,8,Summer,2,14,1697,122,246
2014-08-25,1,5,2014,35,8,Summer,2,14,1698,122,233
2014-08-26,1,2,2014,35,8,Summer,2,14,1699,122,250
2014-08-27,1,4,2014,35,8,Summer,2,14,1700,122,240
2014-08-28,1,5,2014,35,8,Summer,2,14,1701,122,242
2014-08-29,1,8,2014,35,8,Summer,2,14,1702,122,234
2014-08-30,1,6,2014,35,8,Summer,2,14,1703,122,227
2014-08-31,1,7,2014,35,8,Summer,2,14,1704,122,235
2014-09-01,1,4,2014,36,9,Autumn,0,14,1705,16,139
2014-09-02,1,6,2014,36,9,Autumn,0,14,1706,16,86
2014-09-03,1,7,2014,36,9,Autumn,0,14,1707,16,51
2014-09-04,1,7,2014,36,9,Autumn,0,14,1708,16,49
2014-09-05,1,4,2014,36,9,Autumn,0,14,1709,16,36
2014-09-06,1,6,2014,36,9,Autumn,0,14,1710,16,48
2014-09-07,1,4,2014,36,9,Autumn,0,14,1711,16,32
2014-09-08,1,3,2014,37,9,Autumn,0,14,1712,16,36
2014-09-09,1,8,2014,37,9,Autumn,0,14,1713,16,39
2014-09-10,1,8,2014,37,9,Autumn,0,14,1714,16,38
2014-09-11,1,4,2014,37,9,Autumn,0,14,1715,16,33
2014-09-12,1,6,2014,37,9,Autumn,0,14,1716,16,37
2014-09-13,1,2,2014,37,9,Autumn,0,14,1717,16,33
2014-09-14,1,3,2014,37,9,Autumn,0,14,1718,16,30
2014-09-15,1,5,2014,38,9,Autumn,0,14,1719,16,33
2014-09-16,1,6,2014,38,9,Autumn,0,14,1720,16,30
2014-09-17,1,8,2014,38,9,Autumn,0,14,1721,16,31
2014-09-18,1,4,2014,38,9,Autumn,0,14,1722,16,29
2014-09-19,1,9,2014,38,9,Autumn,0,14,1723,16,41
2014-09-20,1,6,2014,38,9,Autumn,0,14,1724,16,34
2014-09-21,1,3,2014,38,9,Autumn,0,14,1725,16,35
2014-09-22,1,3,2014,39,9,Autumn,0,14,1726,16,30
2014-09-23,1,6,2014,39,9,Autumn,0,14,1727,16,25
2014-09-24,1,5,2014,39,9,Autumn,0,14,1728,16,27
2014-09-25,1,3,2014,39,9,Autumn,0,14,1729,16,35
2014-09-26,1,0,2014,39,9,Autumn,0,14,1730,16,30
2014-09-27,1,4,2014,39,9,Autumn,0,14,1731,16,28
2014-09-28,1,5,2014,39,9,Autumn,0,14,1732,16,29
2014-09-29,1,7,2014,40,9,Autumn,0,14,1733,16,25
2014-09-30,1,8,2014,40,9,Autumn,0,14,1734,16,30
2014-10-01,1,4,2014,40,10,Autumn,0,14,1735,16,29
2014-10-02,1,4,2014,40,10,Autumn,0,14,1736,16,32
2014-10-03,1,3,2014,40,10,Autumn,0,14,1737,16,42
2014-10-04,1,3,2014,40,10,Autumn,0,14,1738,16,39
2014-10-05,1,6,2014,40,10,Autumn,0,14,1739,16,38
2014-10-06,1,4,2014,41,10,Autumn,0,14,1740,16,34
2014-10-07,1,5,2014,41,10,Autumn,0,14,1741,16,41
2014-10-08,1,3,2014,41,10,Autumn,0,14,1742,16,38
2014-10-09,1,6,2014,41,10,Autumn,0,14,1743,16,31
2014-10-10,1,6,2014,41,10,Autumn,0,14,1744,16,31
2014-10-11,1,4,2014,41,10,Autumn,0,14,1745,16,33
2014-10-12,1,8,2014,41,10,Autumn,0,14,1746,16,31
2014-10-13,1,2,2014,42,10,Autumn,0,14,1747,16,33
2014-10-14,1,3,2014,42,10,Autumn,0,14,1748,16,33
2014-10-15,1,2,2014,42,10,Autumn,0,14,1749,16,25
2014-10-16,1,4,2014,42,10,Autumn,0,14,1750,16,28
2014-10-17,1,5,2014,42,10,Autumn,0,14,1751,16,29
2014-10-18,1,2,2014,42,10,Autumn,0,14,1752,16,27
2014-10-19,1,11,2014,42,10,Autumn,0,14,1753,16,36
2014-10-20,1,4,2014,43,10,Autumn,0,14,1754,16,31
2014-10-21,1,5,2014,43,10,Autumn,0,14,1755,16,33
2014-10-22,1,6,2014,43,10,Autumn,0,14,1756,16,36
2014-10-23,1,1,2014,43,10,Autumn,0,14,1757,16,31
2014-10-24,1,7,2014,43,10,Autumn,0,14,1758,16,32
2014-10-25,1,9,2014,43,10,Autumn,0,14,1759,16,30
2014-10-26,1,6,2014,43,10,Autumn,0,14,1760,16,28
2014-10-27,1,1,2014,44,10,Autumn,0,14,1761,16,26
2014-10-28,1,3,2014,44,10,Autumn,0,14,1762,16,35
2014-10-29,1,5,2014,44,10,Autumn,0,14,1763,16,45
2014-10-30,1,7,2014,44,10,Autumn,0,14,1764,16,36
2014-10-31,1,5,2014,44,10,Autumn,0,14,1765,16,23
2014-11-01,1,4,2014,44,11,Autumn,0,14,1766,16,21
2014-11-02,1,4,2014,44,11,Autumn,0,14,1767,16,28
2014-11-03,1,7,2014,45,11,Autumn,0,14,1768,16,31
2014-11-04,1,5,2014,45,11,Autumn,0,14,1769,16,33
2014-11-05,1,8,2014,45,11,Autumn,0,14,1770,16,37
2014-11-06,1,8,2014,45,11,Autumn,0,14,1771,16,30
2014-11-07,1,9,2014,45,11,Autumn,0,14,1772,16,34
2014-11-08,1,2,2014,45,11,Autumn,0,14,1773,16,36
2014-11-09,1,6,2014,45,11,Autumn,0,14,1774,16,43
2014-11-10,1,5,2014,46,11,Autumn,0,14,1775,16,37
2014-11-11,1,4,2014,46,11,Autumn,0,14,1776,16,27
2014-11-12,1,4,2014,46,11,Autumn,0,14,1777,16,30
2014-11-13,1,2,2014,46,11,Autumn,0,14,1778,16,30
2014-11-14,1,3,2014,46,11,Autumn,0,14,1779,16,28
2014-11-15,1,6,2014,46,11,Autumn,0,14,1780,16,35
2014-11-16,1,8,2014,46,11,Autumn,0,14,1781,16,29
2014-11-17,1,1,2014,47,11,Autumn,0,14,1782,16,26
2014-11-18,1,7,2014,47,11,Autumn,0,14,1783,16,30
2014-11-19,1,6,2014,47,11,Autumn,0,14,1784,16,37
2014-11-20,1,3,2014,47,11,Autumn,0,14,1785,16,35
2014-11-21,1,4,2014,47,11,Autumn,0,14,1786,16,32
2014-11-22,1,6,2014,47,11,Autumn,0,14,1787,16,36
2014-11-23,1,3,2014,47,11,Autumn,0,14,1788,16,32
2014-11-24,1,5,2014,48,11,Autumn,0,14,1789,16,30
2014-11-25,1,5,2014,48,11,Autumn,0,14,1790,16,33
2014-11-26,1,2,2014,48,11,Autumn,0,14,1791,16,34
2014-11-27,1,6,2014,48,11,Autumn,0,14,1792,16,37
2014-11-28,1,2,2014,48,11,Autumn,0,14,1793,16,36
2014-11-29,1,5,2014,48,11,Autumn,0,14,1794,16,38
2014-11-30,1,7,2014,48,11,Autumn,0,14,1795,16,36
2014-12-01,1,2,2014,49,12,Winter,0,14,1796,16,37
2014-12-02,1,1,2014,49,12,Winter,0,14,1797,16,32
2014-12-03,1,1,2014,49,12,Winter,0,14,1798,16,29
2014-12-04,1,5,2014,49,12,Winter,0,14,1799,16,29
2014-12-05,1,2,2014,49,12,Winter,0,14,1800,16,34
2014-12-06,1,3,2014,49,12,Winter,0,14,1801,16,40
